date,home_team,away_team,tournament,neutral,elo_diff,ppg5_diff,gd10_diff,morale_diff,rest_diff,att_vs_def,def_vs_att,streak_diff,exp_diff,h2h_rate,h2h_gd,heat_diff,hum_diff,alt_diff,travel_diff,tz_east_diff,is_wc,home_goals,away_goals,outcome
1980-02-06,England,Republic of Ireland,UEFA Euro qualification,0,438.19264024554377,0.8999999999999995,1.9,0.07464032977967935,0,1.7336061979476391,-0.9364794707674083,3,-4.572016742353746,0.6428571428571429,0.7142857142857143,0.0,0,0.0,-1.0,0.0,0,2,0,2
1980-02-09,Gambia,Guinea-Bissau,Amílcar Cabral Cup,0,-30.979982413608013,-0.30000000000000027,-0.20000000000000007,-0.12536824348134834,0,-0.6146714066036183,0.12650252740663515,-2,3.1969874665973963,0.2,-0.6,0.0,0,0.0,-0.166902395662891,0.0,0,2,0,2
1980-02-09,Australia,Czechoslovakia,Friendly,0,-189.26408884948364,-2.4000000000000004,-2.8,-0.4950862039391227,0,0.16916932584387695,-1.7033043393709724,-3,2.2774964095307055,0.0,-4.5,0.0,0,0.0,-1.0,0.0,0,2,2,1
1980-02-10,Mali,Senegal,Amílcar Cabral Cup,1,54.40470779984298,0.8999999999999999,0.4,0.335197470505824,14,0.26842749904097385,0.05902463623461407,1,-0.5143621876739477,0.375,-0.625,1.3088348872884268,0,-0.08,0.9873529134084901,-0.13910797427535612,0,1,0,2
1980-02-11,Guinea-Bissau,Guinea,Amílcar Cabral Cup,1,-178.23077807741038,-0.2999999999999998,-0.7999999999999999,-0.017369573660762444,-58,-0.13640606459092264,-0.28507742756765,-1,-17.682240203364508,0.5,0.0,0.0,0,0.0,-0.4274908403372518,0.0,0,1,2,0
1980-02-12,Ivory Coast,Morocco,Friendly,0,9.029104802188385,-0.2999999999999998,0.20000000000000007,0.3341762149605695,-47,0.27945564282277235,-1.1631786354062865,3,-3.0027113283414284,0.5,-0.6666666666666666,-5.0,-1,0.0,-3.1585579258763565,-0.2386666666666675,0,4,4,1
1980-02-12,Mali,Mauritania,Amílcar Cabral Cup,1,407.98000804732874,1.2,2.2,0.1296167293301494,-58,-1.2668012102121307,-0.24323211156415459,2,4.289889805452614,1.0,2.0,-1.154504751482314,-1,0.0,0.3149694750633911,0.0,0,0,1,0
1980-02-13,Gambia,Guinea,Amílcar Cabral Cup,0,-172.44106595144694,-0.5999999999999996,0.1,0.11132400042426414,2,-0.38395710500861946,-0.44010557377768333,-1,-14.050695154664096,0.16666666666666666,-2.0,0.0,0,0.0,-0.5943932360001428,0.0,0,0,0,1
1980-02-13,Spain,German DR,Friendly,0,61.2579582210069,0.0,0.0,0.054463414006011984,-39,0.42388028435425773,-1.338845357032008,2,3.7944884788569553,0.5,0.0,-6.0,0,-0.56,-1.0,0.0,0,0,1,0
1980-02-14,Mauritania,Senegal,Amílcar Cabral Cup,1,-294.06135443537346,0.8999999999999999,-1.0,0.6370324410782546,-2,0.08861071912701313,1.33857676750985,1,-4.897149772987646,0.0,-2.0,2.4633396387707407,1,-0.08,0.672383438345099,-0.13910797427535612,0,1,2,0
1980-02-16,Gambia,Mauritania,Amílcar Cabral Cup,0,201.35131699267527,0.6000000000000001,1.1,0.014187277125276593,1,-1.34479395646092,0.001246591022883159,2,-0.3895019107707709,1.0,2.0,-2.4633396387707407,-1,0.0,-0.9393424401927597,0.0,0,2,2,1
1980-02-16,Guinea,Senegal,Amílcar Cabral Cup,1,60.02102457083947,0.8999999999999999,0.5,0.15116803653665478,1,0.42813580375055404,0.16439910766242116,2,8.489437109455384,0.6,0.5,0.0,0,-0.08,0.3274342341524821,-0.13910797427535612,0,1,2,0
1980-02-16,Italy,Romania,Friendly,0,325.1581487946994,1.4999999999999996,0.5,0.10369801239861845,0,0.9642600761827378,-0.7530417447482943,1,1.369904198394476,0.9285714285714286,1.8571428571428572,-0.9948881837416153,0,0.0,-1.028029524816523,0.0,0,2,1,2
1980-02-17,Guinea-Bissau,Mali,Amílcar Cabral Cup,1,-178.32254030194895,-0.6000000000000001,-0.6,0.030413637336025645,1,0.2675334014221218,0.3754143553432254,0,-7.66381931550786,0.3333333333333333,-0.6666666666666666,-1.3088348872884268,0,0.0,-1.0874095195932598,0.0,0,2,4,0
1980-02-17,Morocco,Poland,Friendly,0,-217.1643203632691,-0.6000000000000005,-0.7,-0.24822848623610855,-55,2.170634769876105,-0.5204016372402163,-6,1.7950342237943957,0.25,-1.0,-10.223968194923657,0,0.0,-2.9826183764240004,0.0,0,1,0,2
1980-02-18,Gambia,Senegal,Amílcar Cabral Cup,0,-128.28657775208717,0.5999999999999996,0.4,0.002795469936268974,0,-0.15660080059388348,0.19003873719756603,1,-4.985545074851725,1.0,1.0,0.0,0,-0.08,-0.26695900184766075,-0.13910797427535612,0,0,1,0
1980-02-19,Fiji,New Zealand,Friendly,0,-154.93688485290886,-0.9000000000000004,-0.8999999999999999,-0.12110646328792249,0,2.9529069104252,-0.7465581576358851,-7,-6.31653814239322,0.0,-4.25,-10.762135166682327,-1,-0.075,-2.1391644351647567,-0.2147630758217512,0,1,1,1
1980-02-21,Fiji,New Zealand,Friendly,0,-146.5656960934366,-0.6000000000000005,0.0,0.04079330709053712,0,2.5274172157089145,-0.6520207758379968,-7,-6.127041998121424,0.05555555555555555,-3.7777777777777777,-10.762135166682327,-1,-0.075,-2.1391644351647567,-0.2147630758217512,0,0,2,0
1980-02-24,New Caledonia,Australia,Oceania Nations Cup,0,24.496047788194346,1.4999999999999998,2.4,-0.04658847275319081,45,2.1252428082332404,0.6372156750305191,-1,-13.878341027355226,0.0,-1.5,-6.534488195687107,0,-0.08,-1.978038918857861,-0.953178026959074,0,0,8,0
1980-02-24,Vanuatu,Papua New Guinea,Oceania Nations Cup,1,41.12695192989918,0.8999999999999999,-0.2,0.49726446975406075,0,-0.2582089324286163,-1.105590396959597,2,0.0,0.75,1.75,0.0,0,0.0,-2.025554811191008,-1.3781850736611072,0,3,4,0
1980-02-25,Fiji,Solomon Islands,Oceania Nations Cup,1,-51.63642288523647,-0.9000000000000004,0.30000000000000004,-0.2965023716427815,-56,0.33778785001398726,-1.4456384612958852,-1,0.0,0.7,2.0,0.0,0,0.0,-0.059372340276665714,-0.356194163603152,0,3,1,2
