date,home_team,away_team,tournament,neutral,elo_diff,ppg5_diff,gd10_diff,morale_diff,rest_diff,att_vs_def,def_vs_att,streak_diff,exp_diff,h2h_rate,h2h_gd,heat_diff,hum_diff,alt_diff,travel_diff,tz_east_diff,is_wc,home_goals,away_goals,outcome
1981-11-06,Trinidad and Tobago,Barbados,Friendly,0,272.71482148087716,1.5000000000000004,1.2,0.21182010752134542,0,0.7682101475434471,0.16898499310845816,3,6.8586887055667445,0.75,1.3,-0.9686963058638014,0,0.0,-0.3656926294769116,0.0,0,0,0,1
1981-11-06,Canada,Haiti,CONCACAF Championship,1,140.76220138087274,1.1999999999999997,1.6,0.572652258297768,1,0.3114105052413567,0.26655081401036096,4,2.9036755631244997,0.5,-1.0,2.8408702564874986,1,-0.039999999999999994,1.7196483351471157,0.0,0,1,1,1
1981-11-08,Honduras,Cuba,CONCACAF Championship,0,243.19420386082288,1.5000000000000004,2.1,0.42057127183071696,-2,0.5787107076071991,-0.3315494749119852,4,6.546493386272324,0.3333333333333333,-2.0,-2.3575320394918045,-1,0.0,-1.0371948432032538,0.0,0,2,0,2
1981-11-08,Tunisia,Cameroon,Friendly,0,158.5675631949896,0.2999999999999998,-0.7,-0.11550514325521993,-45,0.32548848858313506,-1.7441898658897328,0,-3.2288744359361914,0.5,1.0,-1.2029589706183472,0,0.0,-3.404841239235074,0.0,0,1,1,1
1981-11-09,Thailand,Singapore,King's Cup,0,226.4310509700117,0.6000000000000001,-0.19999999999999996,0.059775004184250496,0,-0.1479446876450623,1.1844351882007311,1,-0.3267404495727009,0.75,1.3,0.0,0,0.0,-1.401156236577993,0.0,0,2,1,2
1981-11-11,Switzerland,Romania,FIFA World Cup qualification,0,52.35096417282966,1.1999999999999997,-0.9,0.6142061968981443,-4,0.5812107829835905,0.046570832880351354,0,1.9450826087246469,0.4166666666666667,0.3333333333333333,-6.0385921303915495,0,-0.45,-1.3561867933527088,0.0,0,0,0,1
1981-11-11,Argentina,Czechoslovakia,Friendly,0,248.89947713147512,0.2999999999999998,0.5,0.09057464643440376,0,1.7560381739785074,-1.2084261536054446,0,-7.5967730059784975,0.625,-0.75,0.0,0,0.0,-1.0,0.0,0,1,1,1
1981-11-11,Bulgaria,Austria,FIFA World Cup qualification,0,-131.3630568203389,-0.2999999999999998,-1.2,0.19552801465386205,-14,0.9347255445793394,-1.1296326779841044,0,-8.58456772078454,0.1,-3.0,0.0,0,0.0,-0.914396833764105,-0.5921159415041264,0,0,0,1
1981-11-11,Cuba,El Salvador,CONCACAF Championship,1,-131.76720244448143,-1.1999999999999997,-1.2000000000000002,-0.4433429796124345,-2,0.18838038204121504,0.23710836799498325,-1,-3.222684234149634,0.3333333333333333,-0.3333333333333333,2.3575320394918045,1,0.0,0.7597365321895839,-0.15777320682134927,0,0,0,1
1981-11-11,German DR,Malta,FIFA World Cup qualification,0,543.5435755553265,-0.5999999999999996,2.4,-0.7313095985522147,14,0.993738668766599,-0.27090522082227864,-4,-2.530541835568828,1.0,3.6666666666666665,-4.561682927814758,0,0.0,-1.0,0.0,0,5,1,2
1981-11-11,Haiti,Mexico,CONCACAF Championship,1,-121.23028654202813,-0.6000000000000001,-1.8,8.616719356842328e-05,0,-0.11915906445544322,-0.884806464902552,1,-0.4419857589921765,0.07142857142857142,-2.857142857142857,-2.8408702564874986,-1,0.06,0.1250077698536356,-0.8424988806620263,0,1,1,1
1981-11-11,Malaysia,Singapore,King's Cup,1,137.18297548606688,0.2999999999999998,-0.10000000000000009,-0.23170372728332803,55,-0.7964092465850343,0.748512359441301,1,1.9867533675123727,0.6,1.2,0.0,0,0.0,0.45499145919420947,0.0,0,0,1,0
1981-11-11,Thailand,Pakistan,King's Cup,0,176.60006829733447,0.0,0.19999999999999996,0.05973123377139672,-58,-0.8437559358536844,0.3180966293361094,0,1.1780807206162693,0.0,-7.0,-5.758886183384426,-1,0.0,-3.75432292050364,-2.133226683629933,0,1,0,2
1981-11-12,Saudi Arabia,China,FIFA World Cup qualification,1,-189.46150751702066,0.0,-0.7,-0.1693175417763044,-17,0.98052035219379,-1.1147214062742319,-1,-6.203077312581067,0.0,-1.0,-12.040557884396474,1,0.0,3.656652624332383,3.8674092372330673,0,2,4,0
1981-11-12,Honduras,Canada,CONCACAF Championship,0,109.37911690855276,0.5999999999999996,1.0,0.031440232672069635,-2,1.0981402513754623,-1.1765185343974198,0,6.043953524098486,1.0,2.0,-2.8408702564874986,-1,-0.02,-3.2848674049693654,0.0,0,2,1,2
1981-11-13,Malaysia,Pakistan,King's Cup,1,58.59404725745799,0.0,0.09999999999999987,-0.36599854864189935,0,-1.365927327299635,0.19809128861795733,0,3.377319154487737,0.8333333333333334,1.0,-5.758886183384426,-1,0.0,-1.8981752247314376,-2.133226683629933,0,2,3,0
1981-11-14,Italy,Greece,FIFA World Cup qualification,0,353.00967880475014,-0.2999999999999998,0.5,-0.03975689060676611,-3,0.5515768991013417,-0.6491430617342937,2,0.5308739474492086,0.8,3.0,0.0,0,0.0,-0.9510621380892863,0.0,0,1,1,1
1981-11-14,Kenya,Malawi,CECAFA Cup,1,-86.73473387832746,-0.2999999999999998,-0.7000000000000001,0.20733533615481556,0,0.5262561005569645,-0.27063528269467163,-2,2.5407456558636836,0.15,-0.8,-2.370617208450007,0,0.0,0.10137373781668102,-0.03892734917433245,0,1,0,2
1981-11-15,Tanzania,Zanzibar,CECAFA Cup,0,439.28960535135025,0.6000000000000001,1.6,-0.093379327069286,-47,-1.14583241141196,0.46438177901451905,2,7.585366068051503,0.85,1.7,-5.7754719459856005,-1,0.0,-1.0,0.0,0,3,1,2
1981-11-15,Haiti,Cuba,CONCACAF Championship,1,53.12014085056626,0.5999999999999999,-0.09999999999999998,0.0632757275756066,0,-0.42988321741384883,0.6227824985166279,1,-2.4351076285757447,0.65,0.5,-2.3575320394918045,-1,0.06,0.5280242266189958,0.0,0,0,2,0
1981-11-15,Mexico,Canada,CONCACAF Championship,1,20.725931393678138,0.0,0.9000000000000001,-0.14598368107431453,1,1.0594023473987226,-0.7278244536479773,1,-2.3033421511214307,0.7222222222222222,0.8888888888888888,0.0,0,-0.02,-1.8446561050007513,0.8424988806620263,0,1,1,1
1981-11-15,Morocco,Cameroon,FIFA World Cup qualification,0,148.67511641210012,-0.5999999999999996,-0.5999999999999999,-0.2227665641794293,7,0.5586192571265283,-1.4092740878244938,-1,0.3218196108607252,0.5,0.0,0.0,0,0.0,-3.6986002064153416,0.0,0,0,2,0
1981-11-15,Poland,Malta,FIFA World Cup qualification,0,714.7810124390801,-0.2999999999999998,2.2,-0.20843102630752317,14,0.7741916314837551,-0.23658858734549137,2,-6.269751944383305,1.0,2.0,0.0,0,0.0,-1.8416389550971457,-0.3329206899890797,0,6,0,2
1981-11-15,Sudan,Uganda,CECAFA Cup,1,-92.13917341350657,0.30000000000000027,0.5,-0.06403500264952278,10,-1.0533112593623186,-0.19594753219387773,-2,3.597178343439733,0.75,0.5,3.2601827544304953,0,0.0,1.614562987635772,0.15948396006914436,0,2,2,1
1981-11-15,Thailand,Malaysia,King's Cup,0,155.7603862262622,1.1999999999999997,0.4,0.6251880625308859,2,-0.36271425246825073,0.5888336028763372,3,-2.0688783280347014,0.4,-0.3,0.0,0,0.0,-1.8561476957722025,0.0,0,2,0,2
1981-11-16,Honduras,El Salvador,CONCACAF Championship,0,191.4208225511627,1.2000000000000002,1.2000000000000002,0.1374138203800453,-1,1.5907260410096298,-0.50971500842607,4,3.033591920018484,0.3,-0.8,0.0,0,0.0,-0.27745831101366986,-0.15777320682134927,0,0,0,1
1981-11-17,Uganda,Zambia,CECAFA Cup,1,-156.844801534829,-0.8999999999999995,-1.8,-0.2310287951339997,-58,0.5956194674510609,-0.1864927894503592,2,-1.5741901678255523,0.45,-0.2,-2.382463479600787,0,0.0,-0.1896101678239016,-0.3059002700214857,0,3,1,2
1981-11-17,Tanzania,Malawi,CECAFA Cup,0,50.748768813379,0.5999999999999996,-0.8999999999999999,0.31766016254412055,-1,0.11199270248771076,-0.19405045846345792,4,3.171228163770306,0.35,-1.1,-2.370617208450007,0,0.0,-0.7558548094909016,-0.03892734917433245,0,2,2,1
1981-11-17,Kenya,Zanzibar,CECAFA Cup,1,350.1520495067639,1.8000000000000003,2.4000000000000004,0.17980394883089607,1,-0.8147565264900809,0.41961299906173677,1,6.651100208427424,0.8,2.1,-5.7754719459856005,-1,0.0,-0.14277145269241742,0.0,0,2,1,2
1981-11-17,Pakistan,Singapore,King's Cup,1,51.76961911296303,0.8999999999999999,0.09999999999999998,-0.026494971250509952,-2,-0.003994484828655942,1.4250088338029745,0,-1.5145513408213573,0.5,0.2,5.758886183384426,1,0.0,2.353166683925647,2.133226683629933,0,1,0,2
1981-11-17,Sudan,Zimbabwe,CECAFA Cup,1,-114.05310019681542,-2.1,-1.7000000000000002,-0.3113540150179509,-46,0.030781845915928585,-0.4334211912309376,-4,7.098244834643862,0.5,0.0,-1.1397396184902675,0,0.0,1.0042443988517833,-0.015575242858216154,0,0,0,1
1981-11-18,Poland,Spain,Friendly,0,274.68138799861094,0.2999999999999998,1.0999999999999999,0.09488623829841475,-32,1.9890435396264383,-0.3721923039382278,1,-1.2240666192668748,0.3333333333333333,-1.3333333333333333,0.0,-1,0.0,-2.184926890976267,-1.5423821861563112,0,2,3,0
1981-11-18,Portugal,Scotland,FIFA World Cup qualification,0,-230.59043642463303,-0.8999999999999995,-0.7,-0.3555270425529724,-14,1.0371347560941522,-0.11748364889427876,-4,5.35050829838535,0.5,-0.3,-9.0,0,-0.055,-1.9658758893374535,0.0,0,2,1,2
1981-11-18,Northern Ireland,Israel,FIFA World Cup qualification,0,104.27892319908005,0.0,0.2,-0.19153572544367203,14,-0.09864312845880752,-1.0172104443152934,0,4.1200011832251615,0.6666666666666666,0.3333333333333333,-3.0297397770151164,0,0.0,-1.0,0.0,0,1,0,2
1981-11-18,Russia,Wales,FIFA World Cup qualification,1,191.78157672980274,0.9000000000000004,0.9000000000000001,0.3465668545599328,-14,1.9326109813401358,-1.1238898753768063,11,-3.031297499510684,0.5,0.0,0.0,0,0.0,0.0,0.0,0,3,0,2
1981-11-18,France,Netherlands,FIFA World Cup qualification,0,-81.43879628541072,-1.4999999999999996,-0.5,-0.3426351470539778,0,1.2481731517448686,-0.9731556868634607,-2,-5.707110450749383,0.45,-0.2,-4.0,0,-0.035,-0.4296997455955974,0.0,0,2,0,2
1981-11-18,England,Hungary,FIFA World Cup qualification,0,8.067636655933256,-1.1999999999999997,-0.8,-0.470236418055216,42,0.6081940629837747,-1.3207717742986307,-3,0.22826119203430828,0.5,0.3,-5.528845663702029,0,0.0,-1.4866806089630404,0.0,0,1,0,2
1981-11-18,Germany,Albania,FIFA World Cup qualification,0,889.7061657530046,2.4000000000000004,2.5,0.2330293197280319,0,2.0246956838033183,-0.1329744513764214,4,-3.323287441180355,0.9,2.2,-4.399580632120795,0,0.0,-1.3612154292936829,0.0,0,8,0,2
1981-11-19,Zambia,Zimbabwe,CECAFA Cup,1,103.05262623693238,-1.2000000000000002,0.10000000000000009,-0.24518894894337445,0,1.087282017466742,-0.320672789487193,-6,5.027676849052887,0.65,0.4,-2.0174588933199757,0,0.0,-0.4207084209600871,0.13084106709412519,0,1,1,1
1981-11-19,China,Saudi Arabia,FIFA World Cup qualification,1,252.79763146431856,0.5999999999999996,0.8,0.2694222913354374,0,1.2657499733616715,-0.9925606883790087,2,6.016984993203636,1.0,1.5,12.040557884396474,-1,0.0,-3.656652624332383,-3.8674092372330673,0,2,0,2
1981-11-19,El Salvador,Haiti,CONCACAF Championship,1,133.4997535397638,1.1999999999999997,1.3,0.34485404319862367,-1,-0.4715663877651428,-0.27749264182580496,3,5.394277995629862,0.6,0.5,0.0,0,-0.06,-1.2877607588085798,0.15777320682134927,0,1,0,2
1981-11-20,Malawi,Zanzibar,CECAFA Cup,1,400.17321199760863,0.6000000000000001,3.0,-0.18006715523658412,0,-0.7142335004006908,0.33796315473294225,1,4.060979614572462,1.0,3.0,-3.4048547375355938,-1,0.0,-0.24414519050909844,0.03892734917433245,0,4,1,2
1981-11-20,Tanzania,Kenya,CECAFA Cup,0,89.90660640509282,0.0,-0.5,-0.19762133082144429,0,0.03525400213606256,-0.07789749793244694,3,0.6855037312550571,0.5,0.3,0.0,0,0.0,-0.8572285473075826,0.0,0,1,0,2
1981-11-21,Cuba,Canada,CONCACAF Championship,1,-77.91790804157995,-0.8999999999999999,-0.8,0.087819190592834,0,-0.12541842789408097,-0.48514749560481174,1,-0.2880518875050537,1.0,4.0,-0.4833382169956941,0,-0.02,-2.2476725617661115,0.0,0,2,2,1
1981-11-21,Sudan,Zambia,CECAFA Cup,1,-207.88432984408064,0.0,-1.0,0.12374893794682505,2,-0.29304931429447345,-0.6564964057730027,1,2.169523976090037,0.5,0.0,0.8777192748297082,0,0.0,1.4249528198118704,-0.14641630995234134,0,0,2,0
1981-11-21,Yugoslavia,Luxembourg,FIFA World Cup qualification,0,858.8437282196219,2.0999999999999996,3.6,0.12110464878689625,-3,0.5507312193151268,0.44585805537705386,4,-4.404199065511115,0.9,2.4,-9.421332090898293,0,0.0,-1.0,0.0,0,5,0,2
1981-11-22,Germany,Bulgaria,FIFA World Cup qualification,0,517.1441311008643,1.5,2.0,-0.025596996598817243,-7,3.0901887154703758,-0.7638819140020958,4,5.554233667178293,0.85,1.6,-4.987152870558532,0,0.0,-1.3925737456005818,0.0,0,4,0,2
1981-11-22,Honduras,Mexico,CONCACAF Championship,0,136.4645016825823,0.9000000000000004,0.6000000000000001,0.19733564584289992,-1,0.8975947630815121,-1.4754804911851531,5,7.920997757412049,0.0625,-2.25,-2.8408702564874986,-1,0.0,-1.440211299968614,-0.8424988806620263,0,0,0,1
1981-11-24,Kenya,Uganda,CECAFA Cup,1,-136.20953561342162,0.0,0.7000000000000001,-0.054159301792780556,-3,-0.5295764496150985,-0.7383130884497506,-4,-2.611793202379138,0.5,0.3,0.0,0,0.0,-0.035391152655470215,-0.16497362506483834,0,3,1,2
1981-11-24,Tanzania,Zambia,CECAFA Cup,0,-124.98557263637122,1.2000000000000002,-1.1,0.18632449184669536,1,0.21225735810039226,-0.7399991296641166,4,-2.8593694748419107,0.3,-0.9,-2.382463479600787,0,0.0,-1.0822298677869544,-0.47087389508632405,0,2,1,2
1981-11-27,Uganda,Zambia,CECAFA Cup,1,-110.01722140557558,0.2999999999999998,-1.3,0.10411333446499266,0,0.6550439195840954,0.15679196184691113,0,-0.8851394450267733,0.45,-0.3,-2.382463479600787,0,0.0,-0.1896101678239016,-0.3059002700214857,0,0,1,0
1981-11-28,Tanzania,Kenya,CECAFA Cup,0,109.15333769057384,0.9000000000000004,-0.4,0.05578420347481289,0,0.27394944316637826,-0.44725508441483286,6,0.6449904607378834,0.55,0.4,0.0,0,0.0,-0.8572285473075826,0.0,0,0,1,0
1981-11-28,New Zealand,Saudi Arabia,FIFA World Cup qualification,0,239.76823671911416,0.8999999999999999,1.4000000000000001,0.01795494767319182,40,0.5366148838691306,-0.9542305027926148,0,1.7797970049402139,0.5,0.0,0.0,-1,0.0,-14.939095502750284,-8.538666666666666,0,2,2,1
1981-11-29,Cameroon,Morocco,FIFA World Cup qualification,0,148.059439761882,1.1999999999999997,1.0999999999999999,0.5770114097646657,0,1.345554146580131,-0.474826368557549,2,-0.3121650225349022,1.0,2.0,-5.797041029381653,-1,-0.04,-3.6986002064153416,-1.369231609493217,0,2,1,2
1981-11-29,Czechoslovakia,Russia,FIFA World Cup qualification,0,-144.69784331912297,-0.9000000000000004,-1.4,-0.2399288916820979,7,1.4385161319586297,-2.0143359273109382,-11,1.731742318539963,0.3,-0.9,0.0,0,0.0,-1.0,0.0,0,1,1,1
1981-11-29,Greece,Yugoslavia,FIFA World Cup qualification,0,-221.85855418002416,-1.2000000000000002,-1.3,-0.0024870946414118356,7,0.7794455521413889,-1.4402473175697856,-4,-1.677629074556073,0.1,-2.0,0.0,0,0.0,-1.0,0.0,0,1,2,0
1981-11-30,Kuwait,China,FIFA World Cup qualification,0,27.145516328350595,0.3000000000000007,-0.7,-0.08359256193519425,15,1.3987161838943147,-1.2617817010348429,-2,-0.10961300439296906,0.5,-0.6666666666666666,-3.077162845964967,0,0.0,-5.292950345190258,0.0,0,1,0,2
1981-12-05,France,Cyprus,FIFA World Cup qualification,0,781.5511212279544,1.2000000000000002,2.6,-0.021184027385347387,-43,0.3408408632146902,0.18474660452950142,1,-5.86188001273997,1.0,7.0,-3.2909514572083367,0,0.0,-2.9545264576693064,0.0,0,4,0,2
1981-12-05,Italy,Luxembourg,FIFA World Cup qualification,0,826.2704861517327,1.5,3.1999999999999997,-0.17177291946064496,7,-0.42390828831840377,0.5177344109342582,3,-5.434754439076119,1.0,3.1666666666666665,-2.3776281442483587,0,0.0,-0.9111374531157888,-0.44402845517761685,0,1,0,2
1981-12-06,Malaysia,Myanmar,Southeast Asian Games,1,-94.13582222814011,-0.9000000000000001,-0.7,-0.6011745983237753,-39,-0.4343796578811553,0.4377360642638459,-3,5.147368070102909,0.75,1.4,-1.5101399881069746,0,0.0,-1.1195015635492387,-1.1696253457303478,0,1,0,2
1981-12-07,Kuwait,Saudi Arabia,FIFA World Cup qualification,0,356.4822090277105,2.1000000000000005,0.6,0.20156228822231823,-2,0.8441517974171554,-0.7859626853845014,1,5.55505656584412,0.8333333333333334,1.5,0.0,-1,0.0,-0.5157808388359385,-0.05887407288012317,0,2,0,2
1981-12-07,Indonesia,Singapore,Southeast Asian Games,1,53.66939689853234,0.2999999999999998,0.8,-0.13465174145178965,40,-0.6872100232925645,0.910708216872875,0,3.290716832690707,0.6,1.4,0.0,0,0.0,-0.6107626836185458,-0.677008326142167,0,1,0,2
1981-12-08,Malaysia,Thailand,Southeast Asian Games,1,-98.67287114781584,-1.1999999999999997,-0.8999999999999999,-0.3015851034008419,-21,-0.4691622593195215,0.0968282372729592,-3,1.850902470111012,0.5,-0.1,0.0,0,0.0,-0.6995390453121615,-0.9031034585188762,0,2,2,1
1981-12-09,Philippines,Singapore,Southeast Asian Games,0,-82.2425772645895,-0.30000000000000004,-3.1,0.08822244865375906,58,-0.9407440628610224,2.8791120305347624,0,0.8018291398846058,0.3,-2.0,0.0,0,0.0,-2.5312014303867545,-1.2007887891884612,0,0,4,0
1981-12-11,Thailand,Myanmar,Southeast Asian Games,1,44.59080224270224,1.2000000000000002,0.5,0.15539692534709384,-2,0.2799035688220335,0.2750438244147482,5,3.0463394091519715,0.4,-0.6,-1.5101399881069746,0,0.0,-0.4199625182370772,-0.26652188721147163,0,3,3,1
1981-12-11,Philippines,Indonesia,Southeast Asian Games,0,-184.61555997708933,-0.5999999999999999,-4.0,-0.17533413815589588,-2,-0.9420686988341579,2.936710113493094,-1,-2.515732885418938,0.05,-3.6,0.0,0,0.0,-1.9204387467682087,-0.5237804630462942,0,0,2,0
1981-12-13,Malaysia,Singapore,Southeast Asian Games,1,91.59153106291797,-0.30000000000000027,0.0,-0.04898874170451899,1,-0.18398797743539785,0.8214253300657053,1,1.607626248661822,0.5,0.8,0.0,0,0.0,-0.9904458462592374,-0.7215363642392105,0,1,1,1
1981-12-13,Thailand,Indonesia,Southeast Asian Games,1,110.36559241693499,1.2000000000000002,-0.4,-0.04554993477858442,0,0.5643763184308634,0.9239614752834356,4,-3.3768186094992787,0.7,1.2,0.0,0,0.0,0.3198558826714699,0.8585754204218327,0,2,1,2
1981-12-14,Kuwait,New Zealand,FIFA World Cup qualification,0,226.93177720298308,0.6000000000000005,-0.3999999999999999,0.3441935456100435,-9,1.273554055403764,-0.919408839003045,2,4.363183336045022,0.5,-1.5,-6.751523662094918,0,-0.075,-15.085404425972273,0.0,0,2,2,1
1981-12-14,Indonesia,Singapore,Southeast Asian Games,1,58.786512153928015,-0.2999999999999998,0.5,-0.09093179390937474,0,-0.35570090700971535,0.4571655422242161,-2,3.003348403842325,0.6,1.1,0.0,0,0.0,-0.6107626836185458,-0.677008326142167,0,2,0,2
1981-12-15,Thailand,Malaysia,Southeast Asian Games,1,106.16806876382748,1.2000000000000002,0.19999999999999998,0.1965630745217606,0,0.13498113503770992,0.6654942873065799,4,-1.8315631085739423,0.5,0.1,0.0,0,0.0,0.6995390453121615,0.9031034585188762,0,2,1,2
1981-12-16,Bulgaria,Portugal,Friendly,0,100.12522818499019,-0.30000000000000027,-0.4,-0.022845312161031757,-4,-0.09879237240028194,-0.9320444072008381,-1,-9.205483255043784,0.6111111111111112,0.0,0.0,-1,0.0,-2.9112116170853906,-2.2927826081707945,0,5,2,2
1981-12-16,Spain,Belgium,Friendly,0,-28.974219614486174,0.0,-0.1,0.439523165077188,-32,0.7298097439812052,-1.024945704467747,3,-12.218055098594963,0.4,0.3,-10.0,0,-0.63,-1.3160461199456326,0.0,0,2,0,2
1981-12-19,Saudi Arabia,New Zealand,FIFA World Cup qualification,0,-115.43368681647644,-1.2,-0.30000000000000004,-0.003429120206528663,7,0.6262717461104699,-0.7710547559700143,-2,-1.6746110019482483,0.5,0.0,-27.0,0,-0.585,-14.939095502750284,0.0,0,0,5,0
1981-12-29,United Arab Emirates,Tunisia,Friendly,0,-348.51069552365834,0.9000000000000004,-1.4,0.6791437179871007,9,0.5867788648337442,0.11300367484118135,3,-10.67558260973732,0.0,-3.0,0.0,-1,-0.09,-4.408970869346306,-2.9399470171930546,0,1,4,0
1982-01-10,China,New Zealand,FIFA World Cup qualification,1,17.66304772266244,0.0,0.20000000000000007,-0.10051426977918924,19,1.2415470260621426,-1.7476077508798489,-3,2.6556808311380813,0.3333333333333333,-0.5,-3.6743608161299512,0,-0.075,-4.333633893772853,0.0,0,1,2,0
1982-01-17,Cameroon,Congo,Friendly,0,299.7515858636539,1.1999999999999997,1.4000000000000001,0.34368167656418114,-11,1.1565708411239846,-0.39683892242917906,2,3.1332051301669637,0.35,-0.1,0.0,0,0.0,-0.8098727440222485,0.0,0,2,1,2
1982-01-17,Ethiopia,Tanzania,Friendly,0,-24.23489489124472,-0.5999999999999996,-0.1,0.06526981781216906,10,0.0560562941940177,-0.1138661101979348,3,13.50158612248406,0.75,1.375,0.0,0,0.0,-1.769978718885418,-0.3397720550626976,0,0,2,0
1982-01-17,Singapore,Bahrain,Friendly,0,29.012765609003054,0.2999999999999998,0.5999999999999999,-0.0033674134158738628,-26,-0.8285529758506774,0.8816433682385458,0,-3.301071720025037,0.5,0.0,-8.643305939229506,-1,0.0,-6.3161822184417815,-3.5513041449375824,0,2,0,2
1982-01-19,Ethiopia,Tanzania,Friendly,0,-63.2841630813989,-1.1999999999999997,-0.4,-0.23341891033401715,0,0.04764785006491512,-0.09691473102039039,-1,13.096538538809538,0.6666666666666666,1.0,0.0,0,0.0,-1.769978718885418,-0.3397720550626976,0,0,0,1
1982-01-20,Greece,Portugal,Friendly,0,34.404721184932896,-0.30000000000000027,0.09999999999999998,0.02975225650556524,17,-0.08299304453097212,-0.7167204583607951,0,-3.8572898171818686,0.75,1.0,0.0,-1,0.0,-2.7703269149811462,-2.150024595744124,0,1,2,0
1982-01-24,Benin,Mali,Friendly,0,-235.3163788088425,-1.4999999999999996,-2.1,-0.2553061631495139,0,-0.08510629436716466,-0.09722467350850872,-1,-5.0552521559069765,0.5,0.0,-2.6827965531391307,0,0.0,-1.1151421914693438,-0.44347429137409144,0,2,3,0
1982-01-24,Burkina Faso,Senegal,Friendly,0,-231.08331589119553,-0.5999999999999999,-2.1,-0.1514903179474552,0,0.6595597664528972,1.2128893108187706,-1,1.0202423592275753,0.5,0.0,0.0,0,-0.08,-1.0,0.0,0,0,0,1
1982-01-26,Brazil,German DR,Friendly,0,336.9008122282303,1.2000000000000002,0.3999999999999999,0.17695314480204774,0,1.8411008239836373,-2.054510754742088,11,-2.512082156911296,1.0,1.0,0.0,0,-0.66,-1.0,0.0,0,3,1,2
1982-01-31,Senegal,Benin,Friendly,0,347.12811419945365,0.6000000000000001,1.5,0.12629101879517296,0,-0.947589117084142,-0.6205366371596553,3,5.4907049577186555,0.0,-1.0,-0.3260546198655625,0,0.0,-2.2256204245697786,0.0,0,1,0,2
1982-02-05,Libya,Guinea,Friendly,0,94.66873028039686,1.8000000000000003,0.0,0.363079725789478,0,0.21089776280749084,-0.3825431840204283,4,-8.773922805434275,0.0,-2.5,0.0,0,0.0,-3.5636624634688943,-1.9265521848388383,0,3,0,2
1982-02-06,Mali,Niger,Friendly,0,277.50993076549344,0.2999999999999998,1.4,-0.11121056278649094,-47,0.48111830974649017,0.33012657702711645,0,-2.3848665183574145,1.0,1.5,0.0,0,0.0,-1.4040612388459954,0.0,0,2,2,1
1982-02-07,Tunisia,Algeria,Friendly,0,71.5918079947437,-0.5999999999999996,-0.7000000000000001,-0.3029729130795572,-20,0.8126355550723593,-1.4205567758169357,-2,-4.354813337997911,0.7,0.6,-2.0,0,0.0,-0.6339994644421618,-0.47466666666666696,0,0,1,0
1982-02-10,Greece,German DR,Friendly,0,-157.33469080224359,-0.30000000000000027,-1.2,-0.08461139990197825,6,0.7066476540164782,-1.1258535296596675,0,2.715605048226985,0.0,-2.0,0.0,0,0.0,-1.0,0.0,0,0,1,0
1982-02-11,Cape Verde,Gambia,Amílcar Cabral Cup,0,106.79759665941674,-0.6000000000000001,-0.9857142857142858,-0.12448189311943487,0,-0.3814359628574133,0.9717815672320236,0,-5.955135526949613,0.0,-1.0,0.0,0,0.0,-0.8918000754278086,0.0,0,2,0,2
1982-02-11,Guinea,Senegal,Amílcar Cabral Cup,1,-75.60017163129396,-1.1999999999999997,-0.5,-0.24698343353616448,-5,0.4879913528362569,0.3435269783310808,-4,7.249143038546011,0.45,-0.2,0.0,0,-0.01,0.8048052477382476,0.0,0,1,1,1
1982-02-11,Guinea-Bissau,Sierra Leone,Amílcar Cabral Cup,1,55.74297407859649,-0.2999999999999998,-0.19999999999999996,-0.05049366549669381,0,-0.4346420162314324,0.8137708639008534,1,-9.454471202296128,0.0,-1.0,0.0,0,0.0,-0.4799941448715457,0.0,0,1,2,0
1982-02-11,Mali,Mauritania,Amílcar Cabral Cup,1,330.40150357824064,1.1999999999999997,2.1,0.1471912597903762,-55,-0.4052618902516736,0.10731574954370937,3,3.6667330830313594,0.6,0.8,-1.154504751482314,-1,0.0,0.5529953687507962,0.0,0,4,0,2
1982-02-11,New Zealand,Hungary,Friendly,0,168.27194331693704,0.2999999999999998,0.0,0.28974253648722625,-28,1.5327586053627935,-1.308190986079874,4,-1.6906498276380724,0.5,0.0,0.0,0,0.0,-17.690710250460228,-10.357586634422569,0,1,2,0
1982-02-13,Benin,Ghana,West African Cup,0,-338.0130629761518,-1.1999999999999997,-0.9,-0.105192867555665,-47,-0.21539617109416387,0.26140870546808204,-1,-10.35160970854188,0.16666666666666666,-2.5,0.0,0,-0.06,-0.5138122901949059,-0.1663809685886804,0,0,4,0
1982-02-13,Cape Verde,Mali,Amílcar Cabral Cup,0,-132.80355725953427,-0.8999999999999995,-1.975,-0.04793633252607341,0,-0.009007426692648535,-0.6162213837322721,-3,-7.831358191654783,0.0,-2.0,-1.0088511730046932,0,0.0,-2.0620174795514528,0.0,0,1,0,2
1982-02-13,Gambia,Mauritania,Amílcar Cabral Cup,1,74.89576815858936,0.8999999999999999,0.8,0.00958579769677069,0,-1.8151914327543015,0.4648885048416036,0,1.5018543600267602,0.75,1.0,-2.163355924487007,-1,0.0,-0.6172220353728479,0.0,0,3,1,2
1982-02-13,Guinea,Sierra Leone,Amílcar Cabral Cup,1,166.59749480068058,0.0,-0.09999999999999998,-0.2616963931457675,0,-0.7604085114076861,-0.21767250329686227,0,6.244602016646564,0.4166666666666667,-0.16666666666666666,0.0,0,0.0,-0.004397102849764023,0.0,0,1,0,2
