player,team,season,position,age,minutes,goals,assists,shots,key_passes,dribbles,tackles,interceptions
Pablo Ibáñez,Osasuna,2024-25,MF,25.0,1294,1,1,20,6,13,20,18
Pablo Maffeo,Mallorca,2024-25,DF,27.0,2368,0,2,7,29,40,60,25
Pablo Marín,Real Sociedad,2024-25,MF,21.0,1239,1,2,21,14,20,25,5
Pablo Torre,Barcelona,2024-25,MF,21.0,310,3,1,6,8,2,5,3
Papa Ba,Girona,2024-25,MF,19.0,48,0,0,1,0,1,1,0
Pape Gueye,Villarreal,2024-25,MF,25.0,2224,4,0,55,17,11,54,27
Pathé Ciss,Rayo Vallecano,2024-25,MF,30.0,2140,4,1,21,16,14,49,40
Pau Cabanes,Alavés,2024-25,MF,19.0,351,1,0,6,5,9,12,3
Pau Cubarsí,Barcelona,2024-25,DF,17.0,2618,0,3,8,9,6,34,16
Pau López,Girona,2024-25,GK,29.0,45,0,0,0,0,0,0,0
Pau Navarro,Villarreal,2024-25,DF,19.0,916,0,0,1,1,3,23,4
Pau Victor,Barcelona,2024-25,FW,22.0,319,2,1,14,8,7,3,2
Paulo Gazzaniga,Girona,2024-25,GK,32.0,3195,0,0,0,0,3,1,0
Pedri,Barcelona,2024-25,MF,21.0,2879,4,5,25,70,40,61,26
Pedro Díaz,Rayo Vallecano,2024-25,MF,26.0,1211,3,0,31,26,20,23,7
Peio Canales,Athletic Club,2024-25,MF,19.0,259,0,0,3,6,5,3,2
Pejiño,Las Palmas,2024-25,FW,28.0,16,0,0,1,0,0,1,0
Pelayo Fernandez,Rayo Vallecano,2024-25,DF,21.0,98,0,0,0,0,0,0,2
Pep Chavarría,Rayo Vallecano,2024-25,DF,26.0,2585,0,1,11,24,10,46,30
Peque,Sevilla,2024-25,MF,21.0,1134,1,1,19,12,11,16,8
Pere Milla,Espanyol,2024-25,MF,31.0,456,3,0,11,5,2,6,3
Peter González,Getafe,2024-25,MF,22.0,477,0,0,12,4,3,11,2
Pica,Alavés,2024-25,DF,22.0,499,0,0,4,1,1,9,9
Pol Lozano,Espanyol,2024-25,MF,24.0,1943,0,1,8,17,5,53,22
Portu,Girona,2024-25,FW,32.0,779,1,2,8,14,4,13,0
Rafa Mir,Valencia,2024-25,FW,27.0,753,1,2,27,4,2,12,5
Rafael Bauza,Espanyol,2024-25,MF,19.0,183,0,0,3,0,1,5,0
Ramón Martínez,Sevilla,2024-25,DF,21.0,261,1,0,4,1,1,6,2
Ramón Terrats,Getafe,2024-25,MF,23.0,1350,4,1,21,17,26,23,10
Randy Nteka,Rayo Vallecano,2024-25,FW,26.0,1129,3,0,16,9,5,16,4
Raphinha,Barcelona,2024-25,FW,27.0,2839,18,9,112,91,52,36,11
Raúl,Osasuna,2024-25,FW,23.0,750,4,0,25,3,11,13,0
Raúl Albiol,Villarreal,2024-25,DF,38.0,1188,0,0,2,0,0,10,6
Raúl Asencio,Real Madrid,2024-25,DF,21.0,1670,0,1,3,6,6,22,16
Raúl Chasco,Valladolid,2024-25,DF,20.0,130,0,0,0,1,0,4,2
Raúl Moro,Valladolid,2024-25,MF,21.0,2341,4,5,46,44,57,22,10
Raúl de Tomás,Rayo Vallecano,2024-25,DF,29.0,22,0,0,0,0,0,2,0
Reinildo Mandava,Atlético Madrid,2024-25,DF,30.0,941,0,0,1,2,4,18,16
Renato Tapia,Leganés,2024-25,MF,29.0,2424,1,0,14,8,19,61,27
Ricardo Rodríguez,Betis,2024-25,DF,31.0,1274,0,1,5,7,4,28,8
Robert Lewandowski,Barcelona,2024-25,FW,35.0,2667,27,2,111,19,20,10,3
Roberto Férnandez,Espanyol,2024-25,FW,22.0,1497,6,0,21,8,11,4,3
Roberto López,Leganés,2024-25,MF,24.0,396,0,1,6,10,2,8,1
Roberto Navarro,Mallorca,2024-25,MF,22.0,1278,1,0,18,13,35,29,19
Robin Le Normand,Atlético Madrid,2024-25,DF,27.0,2151,1,0,11,3,2,27,10
Rodri,Betis,2024-25,FW,24.0,118,0,0,2,2,2,2,1
Rodrigo Abajas,Valencia,2024-25,DF,21.0,65,0,0,1,0,1,3,1
Rodrigo De Paul,Atlético Madrid,2024-25,MF,30.0,2106,3,5,19,42,14,33,6
Rodrigo Riquelme,Atlético Madrid,2024-25,MF,24.0,516,0,1,14,15,6,11,2
Rodrygo,Real Madrid,2024-25,FW,23.0,1928,6,5,54,49,49,21,11
Roger Hinojo,Espanyol,2024-25,DF,19.0,9,0,0,0,0,0,0,0
Romain Perraud,Betis,2024-25,DF,26.0,2002,2,2,20,16,11,36,22
Ronald Araújo,Barcelona,2024-25,DF,25.0,754,1,1,4,4,0,12,9
Ruben Vargas,Sevilla,2024-25,FW,25.0,671,2,1,17,13,12,7,3
Rubén García,Osasuna,2024-25,FW,31.0,2413,5,5,27,49,12,52,15
Rubén Peña,Osasuna,2024-25,FW,33.0,775,0,0,10,13,10,12,6
Rui Silva,Betis,2024-25,GK,30.0,1350,0,0,0,2,0,0,0
Samu Costa,Mallorca,2024-25,MF,23.0,2649,0,2,30,15,13,90,32
Samuel Lino,Atlético Madrid,2024-25,MF,24.0,1552,3,4,45,22,27,33,8
Sandro Ramírez,Las Palmas,2024-25,FW,29.0,2034,9,3,51,28,16,27,16
Santi Comesaña,Villarreal,2024-25,MF,27.0,2560,4,2,39,27,18,85,19
Santiago Mouriño,Alavés,2024-25,DF,22.0,1849,0,1,13,7,4,43,29
Saúl Ñíguez,Sevilla,2024-25,MF,29.0,1553,1,6,42,22,12,47,22
Scott McKenna,Las Palmas,2024-25,DF,27.0,2466,0,0,10,4,3,21,9
Selim Amallah,Valladolid,2024-25,MF,27.0,1376,3,1,21,13,33,30,14
Sergi,Leganés,2024-25,DF,32.0,2957,2,0,13,5,4,40,39
Sergi Altimira,Betis,2024-25,MF,22.0,1972,0,1,21,22,16,61,24
Sergi Canós,Valencia,2024-25,MF,27.0,370,0,1,11,4,1,11,5
Sergi Cardona,Villarreal,2024-25,DF,25.0,2945,1,7,20,45,10,71,40
Sergi Darder,Mallorca,2024-25,MF,30.0,2744,2,6,36,54,34,40,16
Sergi Dominguez,Barcelona,2024-25,DF,19.0,172,0,0,0,0,0,1,3
Sergi Guardiola,Rayo Vallecano,2024-25,FW,33.0,362,0,0,11,5,0,5,1
Sergi Gómez,Espanyol,2024-25,DF,32.0,664,0,0,2,0,0,8,7
Sergio Arribas,Betis,2024-25,DF,21.0,90,0,0,0,0,0,7,3
Sergio Camello,Rayo Vallecano,2024-25,FW,23.0,1134,3,2,32,19,13,9,4
Sergio Carreira,Celta Vigo,2024-25,MF,23.0,1656,0,4,13,16,14,28,17
Sergio Gómez,Real Sociedad,2024-25,MF,23.0,2738,2,5,18,56,22,71,19
Sergio Herrera,Osasuna,2024-25,GK,31.0,3330,0,0,0,0,1,2,0
Sergio Viera,Las Palmas,2024-25,MF,19.0,96,0,0,1,0,1,1,1
Seydouba Cissé,Leganés,2024-25,MF,23.0,2435,3,1,24,17,30,59,12
Sheraldo Becker,Real Sociedad,2024-25,FW,29.0,995,2,1,22,8,4,3,1
Siebe Van Der Heyden,Mallorca,2024-25,DF,26.0,97,0,0,1,1,1,1,2
Silvi Clúa,Girona,2024-25,MF,19.0,163,0,0,2,1,2,8,2
Stanis Idumbo,Sevilla,2024-25,FW,19.0,284,1,1,4,6,9,9,4
Stanko Jurić,Valladolid,2024-25,MF,27.0,1729,0,0,8,4,6,48,24
Stefan Bajcetic,Las Palmas,2024-25,MF,19.0,969,1,0,5,7,11,29,15
Stoichkov,Alavés,2024-25,MF,30.0,699,0,1,18,7,6,14,1
Stole Dimitrievski,Valencia,2024-25,GK,30.0,360,0,0,0,0,0,0,0
Suso,Sevilla,2024-25,FW,30.0,606,0,2,16,22,14,10,4
Sébastien Haller,Leganés,2024-25,FW,30.0,404,0,0,4,1,1,2,0
Tadeo Allende,Celta Vigo,2024-25,FW,25.0,2,0,0,0,0,0,0,0
Tajon Buchanan,Villarreal,2024-25,MF,25.0,416,1,2,7,5,10,10,1
Takefusa Kubo,Real Sociedad,2024-25,MF,23.0,2372,5,0,43,45,75,31,17
Takuma Asano,Mallorca,2024-25,FW,29.0,1054,2,1,28,6,6,13,6
Tamás Nikitscher,Valladolid,2024-25,MF,24.0,858,0,0,2,2,5,17,11
Tanguy Nianzou,Sevilla,2024-25,DF,22.0,518,0,0,2,0,3,7,8
Thiago Ojeda,Villarreal,2024-25,MF,21.0,8,0,0,1,0,0,0,0
Thibaut Courtois,Real Madrid,2024-25,GK,32.0,2700,0,0,0,1,0,0,1
Thierno Barry,Villarreal,2024-25,FW,21.0,2323,11,4,71,23,18,11,0
Thierry Correia,Valencia,2024-25,DF,25.0,768,0,0,7,5,8,27,4
Thomas Lemar,Atlético Madrid,2024-25,MF,28.0,85,0,0,2,2,0,2,0
Tomás Conechny,Alavés,2024-25,FW,26.0,847,1,0,22,7,6,15,6
Toni Lato,Mallorca,2024-25,DF,26.0,621,0,0,0,6,0,17,6
Toni Martínez,Alavés,2024-25,FW,27.0,1012,4,0,46,11,9,12,1
Umar Sadiq,Valencia,2024-25,FW,27.0,1052,5,0,25,7,16,12,2
Unai García,Osasuna,2024-25,DF,32.0,65,0,0,0,0,0,0,0
Unai Gómez,Athletic Club,2024-25,MF,21.0,1284,1,3,19,10,12,12,2
Unai López,Rayo Vallecano,2024-25,MF,28.0,1707,3,1,26,19,15,31,21
Unai Marrero,Real Sociedad,2024-25,GK,22.0,180,0,0,0,0,0,0,0
Unai Núñez,Athletic Club,2024-25,DF,27.0,645,0,0,1,1,2,10,17
Unai Simón,Athletic Club,2024-25,GK,27.0,1890,0,0,0,0,0,0,1
Urko González,Espanyol,2024-25,MF,23.0,1419,0,2,4,10,6,46,8
Valentin Rosier,Leganés,2024-25,DF,27.0,2595,1,2,14,11,23,72,52
Valentín Barco,Sevilla,2024-25,DF,20.0,288,0,0,7,6,3,15,2
Valentín Pezzolesi,Las Palmas,2024-25,DF,17.0,6,0,0,0,0,0,0,0
Valery Fernández,Mallorca,2024-25,MF,24.0,309,2,0,3,1,1,8,0
Vedat Muriqi,Mallorca,2024-25,FW,30.0,2058,7,2,52,26,9,7,7
Vicente Guaita,Celta Vigo,2024-25,GK,37.0,3060,0,0,0,0,0,0,0
Viktor Tsyhankov,Girona,2024-25,FW,26.0,1913,2,5,35,33,15,19,15
Vinicius Júnior,Real Madrid,2024-25,FW,24.0,2253,11,8,78,58,82,21,3
Viti,Las Palmas,2024-25,DF,26.0,1982,0,2,3,12,9,71,27
Vitor Roque,Betis,2024-25,FW,19.0,1235,4,0,41,12,10,11,7
Víctor Meseguer,Valladolid,2024-25,MF,25.0,418,0,0,6,1,1,10,2
Víctor Muñoz,Real Madrid,2024-25,FW,21.0,36,0,0,1,0,0,0,0
Walid Cheddira,Espanyol,2024-25,FW,26.0,640,1,1,13,6,4,5,1
William Carvalho,Betis,2024-25,MF,32.0,484,0,0,4,6,3,9,3
Williot Swedberg,Celta Vigo,2024-25,FW,20.0,1348,4,5,32,16,10,23,3
Willy Kambwala,Villarreal,2024-25,DF,19.0,1117,0,0,4,1,5,17,10
Wojciech Szczęsny,Barcelona,2024-25,GK,34.0,1350,0,0,0,0,1,1,0
Xavier Moreno,Valladolid,2024-25,FW,19.0,45,0,0,0,0,0,0,0
Yan Diomandé,Leganés,2024-25,MF,17.0,545,2,1,11,14,23,14,8
Yangel Herrera,Girona,2024-25,MF,26.0,2257,4,3,39,17,19,66,31
Yarek Gasiorowski,Valencia,2024-25,DF,19.0,947,0,0,3,3,0,19,26
Yaser Asprilla,Girona,2024-25,FW,20.0,1405,3,1,38,24,29,22,7
Yeray Álvarez,Athletic Club,2024-25,DF,29.0,1781,1,0,9,4,6,25,34
Yeremi Pino,Villarreal,2024-25,MF,21.0,1934,4,7,29,37,25,60,8
Yoel Lago,Celta Vigo,2024-25,DF,20.0,583,0,1,0,1,3,12,4
Youssouf Sabaly,Betis,2024-25,DF,31.0,1581,0,1,5,11,8,40,13
Yuri Berchiche,Athletic Club,2024-25,DF,34.0,2044,0,2,16,18,6,33,27
Yvan Neyou,Leganés,2024-25,MF,27.0,2312,1,1,16,13,19,53,26
Álex Berenguer,Athletic Club,2024-25,FW,29.0,2339,6,7,51,46,33,32,10
Álex Muñoz,Las Palmas,2024-25,DF,30.0,1415,3,0,9,7,2,39,16
Álex Remiro,Real Sociedad,2024-25,GK,29.0,3240,0,0,0,1,0,1,0
Álex Suárez,Las Palmas,2024-25,DF,31.0,2460,0,0,6,3,0,40,13
Álvaro Aguado,Espanyol,2024-25,MF,28.0,443,0,1,10,4,5,5,4
Álvaro Fernández,Sevilla,2024-25,GK,26.0,747,0,0,0,1,0,0,0
Álvaro García,Rayo Vallecano,2024-25,FW,31.0,2559,4,5,71,50,10,33,32
Álvaro Odriozola,Real Sociedad,2024-25,DF,28.0,43,0,0,0,0,0,1,0
Álvaro Pascual,Sevilla,2024-25,FW,22.0,408,1,0,11,2,1,5,2
Álvaro Rodríguez,Getafe,2024-25,FW,20.0,852,2,0,25,5,16,10,3
Álvaro Tejero,Espanyol,2024-25,MF,28.0,1238,1,4,17,33,3,14,13
Álvaro djaló,Athletic Club,2024-25,FW,24.0,659,1,0,15,4,14,8,1
Ángel Correa,Atlético Madrid,2024-25,FW,29.0,805,4,1,34,14,13,9,4
Ángel Ortíz,Betis,2024-25,DF,20.0,353,0,1,2,3,4,12,5
Éder Militão,Real Madrid,2024-25,DF,26.0,938,1,1,10,6,5,19,12
Óscar Mingueza,Celta Vigo,2024-25,MF,25.0,2729,4,6,33,35,25,38,22
Óscar Rodríguez Arnaiz,Leganés,2024-25,MF,26.0,1330,1,4,33,19,21,32,20
Óscar Trejo,Rayo Vallecano,2024-25,MF,36.0,496,1,0,5,9,8,8,4
Óscar Valentín,Rayo Vallecano,2024-25,MF,29.0,1835,0,0,5,13,5,55,21
Óscar de Marcos,Athletic Club,2024-25,DF,35.0,1564,0,4,8,19,4,32,16
Ørjan Nyland,Sevilla,2024-25,GK,33.0,2673,0,0,0,4,0,3,0
