date,season,home_team,away_team,home_score,away_score
1993-09-05,1993-94,Ath Bilbao,Albacete,4,1
1993-09-05,1993-94,Ath Madrid,Logrones,1,0
1993-09-05,1993-94,Barcelona,Sociedad,3,0
1993-09-05,1993-94,La Coruna,Celta,0,0
1993-09-05,1993-94,Osasuna,Real Madrid,1,4
1993-09-05,1993-94,Oviedo,Valencia,0,3
1993-09-05,1993-94,Santander,Vallecano,1,0
1993-09-05,1993-94,Tenerife,Lerida,1,0
1993-09-05,1993-94,Valladolid,Sp Gijon,0,1
1993-09-05,1993-94,Zaragoza,Sevilla,1,2
1993-09-12,1993-94,Albacete,Barcelona,0,0
1993-09-12,1993-94,Celta,Oviedo,1,1
1993-09-12,1993-94,Lerida,Ath Bilbao,1,2
1993-09-12,1993-94,Logrones,Santander,0,1
1993-09-12,1993-94,Real Madrid,Valladolid,1,3
1993-09-12,1993-94,Sevilla,Osasuna,1,1
1993-09-12,1993-94,Sociedad,Zaragoza,2,2
1993-09-12,1993-94,Sp Gijon,La Coruna,0,2
1993-09-12,1993-94,Valencia,Ath Madrid,2,2
1993-09-12,1993-94,Vallecano,Tenerife,4,3
1993-09-19,1993-94,Ath Bilbao,Barcelona,0,0
1993-09-19,1993-94,Ath Madrid,Celta,3,2
1993-09-19,1993-94,La Coruna,Real Madrid,4,0
1993-09-19,1993-94,Lerida,Vallecano,0,1
1993-09-19,1993-94,Osasuna,Sociedad,0,2
1993-09-19,1993-94,Oviedo,Sp Gijon,0,1
1993-09-19,1993-94,Santander,Valencia,0,1
1993-09-19,1993-94,Tenerife,Logrones,2,0
1993-09-19,1993-94,Valladolid,Sevilla,2,2
1993-09-19,1993-94,Zaragoza,Albacete,1,1
1993-09-26,1993-94,Albacete,Osasuna,2,1
1993-09-26,1993-94,Barcelona,Zaragoza,4,1
1993-09-26,1993-94,Celta,Santander,0,0
1993-09-26,1993-94,Logrones,Lerida,2,1
1993-09-26,1993-94,Real Madrid,Oviedo,0,1
1993-09-26,1993-94,Sevilla,La Coruna,0,0
1993-09-26,1993-94,Sociedad,Valladolid,1,0
1993-09-26,1993-94,Sp Gijon,Ath Madrid,1,1
1993-09-26,1993-94,Valencia,Tenerife,3,2
1993-09-26,1993-94,Vallecano,Ath Bilbao,1,2
1993-10-03,1993-94,Ath Bilbao,Zaragoza,2,1
1993-10-03,1993-94,Ath Madrid,Real Madrid,0,0
1993-10-03,1993-94,La Coruna,Sociedad,0,1
1993-10-03,1993-94,Lerida,Valencia,1,1
1993-10-03,1993-94,Osasuna,Barcelona,2,3
1993-10-03,1993-94,Oviedo,Sevilla,0,2
1993-10-03,1993-94,Santander,Sp Gijon,2,0
1993-10-03,1993-94,Tenerife,Celta,0,0
1993-10-03,1993-94,Valladolid,Albacete,1,0
1993-10-03,1993-94,Vallecano,Logrones,3,1
1993-10-06,1993-94,Albacete,La Coruna,0,0
1993-10-06,1993-94,Barcelona,Valladolid,3,0
1993-10-06,1993-94,Celta,Lerida,1,0
1993-10-06,1993-94,Logrones,Ath Bilbao,4,2
1993-10-06,1993-94,Real Madrid,Santander,2,1
1993-10-06,1993-94,Sevilla,Ath Madrid,2,1
1993-10-06,1993-94,Sociedad,Oviedo,2,2
1993-10-06,1993-94,Sp Gijon,Tenerife,1,2
1993-10-06,1993-94,Valencia,Vallecano,3,1
1993-10-06,1993-94,Zaragoza,Osasuna,2,1
1993-10-17,1993-94,Ath Bilbao,Osasuna,1,2
1993-10-17,1993-94,Ath Madrid,Sociedad,1,2
1993-10-17,1993-94,La Coruna,Barcelona,1,0
1993-10-17,1993-94,Lerida,Sp Gijon,1,1
1993-10-17,1993-94,Logrones,Valencia,2,0
1993-10-17,1993-94,Oviedo,Albacete,1,1
1993-10-17,1993-94,Santander,Sevilla,1,0
1993-10-17,1993-94,Tenerife,Real Madrid,0,0
1993-10-17,1993-94,Valladolid,Zaragoza,0,0
1993-10-17,1993-94,Vallecano,Celta,1,1
1993-10-24,1993-94,Albacete,Ath Madrid,2,2
1993-10-24,1993-94,Barcelona,Oviedo,1,0
1993-10-24,1993-94,Celta,Logrones,2,0
1993-10-24,1993-94,Osasuna,Valladolid,2,0
1993-10-24,1993-94,Real Madrid,Lerida,5,0
1993-10-24,1993-94,Sevilla,Tenerife,4,0
1993-10-24,1993-94,Sociedad,Santander,2,0
1993-10-24,1993-94,Sp Gijon,Vallecano,2,0
1993-10-24,1993-94,Valencia,Ath Bilbao,1,0
1993-10-24,1993-94,Zaragoza,La Coruna,0,1
1993-10-31,1993-94,Ath Bilbao,Valladolid,3,0
1993-10-31,1993-94,Ath Madrid,Barcelona,4,3
1993-10-31,1993-94,La Coruna,Osasuna,3,1
1993-10-31,1993-94,Lerida,Sevilla,0,3
1993-10-31,1993-94,Logrones,Sp Gijon,1,2
1993-10-31,1993-94,Oviedo,Zaragoza,2,1
1993-10-31,1993-94,Santander,Albacete,1,1
1993-10-31,1993-94,Tenerife,Sociedad,2,1
1993-10-31,1993-94,Valencia,Celta,3,0
1993-10-31,1993-94,Vallecano,Real Madrid,0,2
1993-11-07,1993-94,Albacete,Tenerife,2,3
1993-11-07,1993-94,Barcelona,Santander,2,1
1993-11-07,1993-94,Celta,Ath Bilbao,1,1
1993-11-07,1993-94,Osasuna,Oviedo,2,0
1993-11-07,1993-94,Real Madrid,Logrones,2,1
1993-11-07,1993-94,Sevilla,Vallecano,3,1
1993-11-07,1993-94,Sociedad,Lerida,1,3
1993-11-07,1993-94,Sp Gijon,Valencia,2,0
1993-11-07,1993-94,Valladolid,La Coruna,0,0
1993-11-07,1993-94,Zaragoza,Ath Madrid,2,1
1993-11-10,1993-94,Ath Bilbao,La Coruna,3,1
1993-11-10,1993-94,Ath Madrid,Osasuna,3,0
1993-11-10,1993-94,Celta,Sp Gijon,0,2
1993-11-10,1993-94,Lerida,Albacete,0,1
1993-11-10,1993-94,Logrones,Sevilla,1,1
1993-11-10,1993-94,Oviedo,Valladolid,1,0
1993-11-10,1993-94,Santander,Zaragoza,2,0
1993-11-10,1993-94,Tenerife,Barcelona,2,3
1993-11-10,1993-94,Valencia,Real Madrid,0,3
1993-11-10,1993-94,Vallecano,Sociedad,4,1
1993-11-21,1993-94,Albacete,Vallecano,1,1
1993-11-21,1993-94,Barcelona,Lerida,0,1
1993-11-21,1993-94,La Coruna,Oviedo,4,0
1993-11-21,1993-94,Osasuna,Santander,0,0
1993-11-21,1993-94,Real Madrid,Celta,2,1
1993-11-21,1993-94,Sevilla,Valencia,0,1
1993-11-21,1993-94,Sociedad,Logrones,2,2
1993-11-21,1993-94,Sp Gijon,Ath Bilbao,0,1
1993-11-21,1993-94,Valladolid,Ath Madrid,1,1
1993-11-21,1993-94,Zaragoza,Tenerife,6,2
1993-11-28,1993-94,Ath Bilbao,Oviedo,1,1
1993-11-28,1993-94,Ath Madrid,La Coruna,0,1
1993-11-28,1993-94,Celta,Sevilla,2,1
1993-11-28,1993-94,Lerida,Zaragoza,0,1
1993-11-28,1993-94,Logrones,Albacete,2,2
1993-11-28,1993-94,Santander,Valladolid,5,1
1993-11-28,1993-94,Sp Gijon,Real Madrid,2,1
1993-11-28,1993-94,Tenerife,Osasuna,1,0
1993-11-28,1993-94,Valencia,Sociedad,0,0
1993-11-28,1993-94,Vallecano,Barcelona,2,4
1993-12-05,1993-94,Albacete,Valencia,3,1
1993-12-05,1993-94,Barcelona,Logrones,2,2
1993-12-05,1993-94,La Coruna,Santander,1,0
1993-12-05,1993-94,Osasuna,Lerida,1,0
1993-12-05,1993-94,Oviedo,Ath Madrid,1,1
1993-12-05,1993-94,Real Madrid,Ath Bilbao,2,1
1993-12-05,1993-94,Sevilla,Sp Gijon,1,2
1993-12-05,1993-94,Sociedad,Celta,2,1
1993-12-05,1993-94,Valladolid,Tenerife,2,0
1993-12-05,1993-94,Zaragoza,Vallecano,4,1
1993-12-12,1993-94,Ath Bilbao,Ath Madrid,3,2
1993-12-12,1993-94,Celta,Albacete,1,4
1993-12-12,1993-94,Lerida,Valladolid,1,0
1993-12-12,1993-94,Logrones,Zaragoza,2,2
1993-12-12,1993-94,Real Madrid,Sevilla,0,0
1993-12-12,1993-94,Santander,Oviedo,1,2
1993-12-12,1993-94,Sp Gijon,Sociedad,3,2
1993-12-12,1993-94,Tenerife,La Coruna,0,1
1993-12-12,1993-94,Valencia,Barcelona,0,4
1993-12-12,1993-94,Vallecano,Osasuna,1,0
1993-12-19,1993-94,Albacete,Sp Gijon,3,1
1993-12-19,1993-94,Ath Madrid,Santander,4,0
1993-12-19,1993-94,Barcelona,Celta,1,0
1993-12-19,1993-94,La Coruna,Lerida,2,0
1993-12-19,1993-94,Osasuna,Logrones,1,3
1993-12-19,1993-94,Oviedo,Tenerife,1,0
1993-12-19,1993-94,Sevilla,Ath Bilbao,1,3
1993-12-19,1993-94,Sociedad,Real Madrid,2,0
1993-12-19,1993-94,Valladolid,Vallecano,1,3
1993-12-19,1993-94,Zaragoza,Valencia,1,0
1994-01-02,1993-94,Ath Bilbao,Santander,1,2
1994-01-02,1993-94,Celta,Zaragoza,1,0
1994-01-02,1993-94,Lerida,Oviedo,1,1
1994-01-02,1993-94,Logrones,Valladolid,0,0
1994-01-02,1993-94,Real Madrid,Albacete,2,0
1994-01-02,1993-94,Sevilla,Sociedad,1,0
1994-01-02,1993-94,Sp Gijon,Barcelona,2,0
1994-01-02,1993-94,Tenerife,Ath Madrid,1,1
1994-01-02,1993-94,Valencia,Osasuna,0,0
1994-01-02,1993-94,Vallecano,La Coruna,0,0
1994-01-09,1993-94,Albacete,Sevilla,2,2
1994-01-09,1993-94,Ath Bilbao,Sociedad,0,0
1994-01-09,1993-94,Ath Madrid,Lerida,0,0
1994-01-09,1993-94,Barcelona,Real Madrid,5,0
1994-01-09,1993-94,La Coruna,Logrones,3,0
1994-01-09,1993-94,Osasuna,Celta,0,1
1994-01-09,1993-94,Oviedo,Vallecano,5,0
1994-01-09,1993-94,Santander,Tenerife,1,0
1994-01-09,1993-94,Valladolid,Valencia,1,1
1994-01-09,1993-94,Zaragoza,Sp Gijon,3,0
1994-01-16,1993-94,Celta,Valladolid,1,2
1994-01-16,1993-94,Lerida,Santander,0,0
1994-01-16,1993-94,Logrones,Oviedo,2,2
1994-01-16,1993-94,Real Madrid,Zaragoza,3,2
1994-01-16,1993-94,Sevilla,Barcelona,0,0
1994-01-16,1993-94,Sociedad,Albacete,1,1
1994-01-16,1993-94,Sp Gijon,Osasuna,7,1
1994-01-16,1993-94,Tenerife,Ath Bilbao,2,1
1994-01-16,1993-94,Valencia,La Coruna,1,3
1994-01-16,1993-94,Vallecano,Ath Madrid,2,1
1994-01-23,1993-94,Albacete,Ath Bilbao,1,0
1994-01-23,1993-94,Celta,La Coruna,0,0
1994-01-23,1993-94,Lerida,Tenerife,1,1
1994-01-23,1993-94,Logrones,Ath Madrid,1,0
1994-01-23,1993-94,Real Madrid,Osasuna,0,0
1994-01-23,1993-94,Sevilla,Zaragoza,0,1
1994-01-23,1993-94,Sociedad,Barcelona,2,1
1994-01-23,1993-94,Sp Gijon,Valladolid,2,0
1994-01-23,1993-94,Valencia,Oviedo,2,2
1994-01-23,1993-94,Vallecano,Santander,1,1
1994-01-30,1993-94,Ath Bilbao,Lerida,4,0
1994-01-30,1993-94,Ath Madrid,Valencia,2,0
1994-01-30,1993-94,Barcelona,Albacete,2,1
1994-01-30,1993-94,La Coruna,Sp Gijon,2,1
1994-01-30,1993-94,Osasuna,Sevilla,0,0
1994-01-30,1993-94,Oviedo,Celta,1,0
1994-01-30,1993-94,Santander,Logrones,0,0
1994-01-30,1993-94,Tenerife,Vallecano,3,1
1994-01-30,1993-94,Valladolid,Real Madrid,0,0
1994-01-30,1993-94,Zaragoza,Sociedad,3,0
1994-02-06,1993-94,Albacete,Zaragoza,2,1
1994-02-06,1993-94,Barcelona,Ath Bilbao,2,3
1994-02-06,1993-94,Celta,Ath Madrid,3,2
1994-02-06,1993-94,Logrones,Tenerife,1,2
1994-02-06,1993-94,Real Madrid,La Coruna,2,0
1994-02-06,1993-94,Sevilla,Valladolid,3,3
1994-02-06,1993-94,Sociedad,Osasuna,1,0
1994-02-06,1993-94,Sp Gijon,Oviedo,0,0
1994-02-06,1993-94,Valencia,Santander,2,1
1994-02-06,1993-94,Vallecano,Lerida,1,2
1994-02-13,1993-94,Ath Bilbao,Vallecano,0,0
1994-02-13,1993-94,Ath Madrid,Sp Gijon,2,0
1994-02-13,1993-94,La Coruna,Sevilla,2,0
1994-02-13,1993-94,Lerida,Logrones,1,1
1994-02-13,1993-94,Osasuna,Albacete,3,1
1994-02-13,1993-94,Oviedo,Real Madrid,0,1
1994-02-13,1993-94,Santander,Celta,2,1
1994-02-13,1993-94,Tenerife,Valencia,1,0
1994-02-13,1993-94,Valladolid,Sociedad,0,0
1994-02-13,1993-94,Zaragoza,Barcelona,6,3
1994-02-20,1993-94,Albacete,Valladolid,1,1
1994-02-20,1993-94,Barcelona,Osasuna,8,1
1994-02-20,1993-94,Celta,Tenerife,1,0
1994-02-20,1993-94,Logrones,Vallecano,1,1
1994-02-20,1993-94,Real Madrid,Ath Madrid,1,0
1994-02-20,1993-94,Sevilla,Oviedo,2,0
1994-02-20,1993-94,Sociedad,La Coruna,0,1
1994-02-20,1993-94,Sp Gijon,Santander,0,2
1994-02-20,1993-94,Valencia,Lerida,3,3
1994-02-20,1993-94,Zaragoza,Ath Bilbao,1,0
1994-02-23,1993-94,Ath Bilbao,Logrones,0,0
1994-02-23,1993-94,Ath Madrid,Sevilla,2,4
1994-02-23,1993-94,La Coruna,Albacete,5,1
1994-02-23,1993-94,Lerida,Celta,0,0
1994-02-23,1993-94,Osasuna,Zaragoza,0,0
1994-02-23,1993-94,Oviedo,Sociedad,2,1
1994-02-23,1993-94,Santander,Real Madrid,1,3
1994-02-23,1993-94,Tenerife,Sp Gijon,3,0
1994-02-23,1993-94,Valladolid,Barcelona,1,3
1994-02-23,1993-94,Vallecano,Valencia,1,1
1994-02-27,1993-94,Albacete,Oviedo,5,0
1994-02-27,1993-94,Barcelona,La Coruna,3,0
1994-02-27,1993-94,Celta,Vallecano,0,0
1994-02-27,1993-94,Osasuna,Ath Bilbao,0,0
1994-02-27,1993-94,Real Madrid,Tenerife,1,1
1994-02-27,1993-94,Sevilla,Santander,2,1
1994-02-27,1993-94,Sociedad,Ath Madrid,2,1
1994-02-27,1993-94,Sp Gijon,Lerida,1,1
1994-02-27,1993-94,Valencia,Logrones,3,1
1994-02-27,1993-94,Zaragoza,Valladolid,2,0
1994-03-06,1993-94,Ath Bilbao,Valencia,2,1
1994-03-06,1993-94,Ath Madrid,Albacete,0,0
1994-03-06,1993-94,La Coruna,Zaragoza,1,1
1994-03-06,1993-94,Lerida,Real Madrid,2,1
1994-03-06,1993-94,Logrones,Celta,1,1
1994-03-06,1993-94,Oviedo,Barcelona,1,3
1994-03-06,1993-94,Santander,Sociedad,4,1
1994-03-06,1993-94,Tenerife,Sevilla,2,1
1994-03-06,1993-94,Valladolid,Osasuna,2,1
1994-03-06,1993-94,Vallecano,Sp Gijon,2,1
1994-03-13,1993-94,Albacete,Santander,3,0
1994-03-13,1993-94,Barcelona,Ath Madrid,5,3
1994-03-13,1993-94,Celta,Valencia,1,2
1994-03-13,1993-94,Osasuna,La Coruna,0,0
1994-03-13,1993-94,Real Madrid,Vallecano,5,2
1994-03-13,1993-94,Sevilla,Lerida,2,1
1994-03-13,1993-94,Sociedad,Tenerife,2,1
1994-03-13,1993-94,Sp Gijon,Logrones,1,2
1994-03-13,1993-94,Valladolid,Ath Bilbao,1,1
1994-03-13,1993-94,Zaragoza,Oviedo,2,1
1994-03-20,1993-94,Ath Bilbao,Celta,2,1
1994-03-20,1993-94,Ath Madrid,Zaragoza,0,4
1994-03-20,1993-94,La Coruna,Valladolid,0,0
1994-03-20,1993-94,Lerida,Sociedad,1,0
1994-03-20,1993-94,Logrones,Real Madrid,3,4
1994-03-20,1993-94,Oviedo,Osasuna,1,0
1994-03-20,1993-94,Santander,Barcelona,1,1
1994-03-20,1993-94,Tenerife,Albacete,2,1
1994-03-20,1993-94,Valencia,Sp Gijon,1,0
1994-03-20,1993-94,Vallecano,Sevilla,2,1
1994-03-27,1993-94,Albacete,Lerida,2,1
1994-03-27,1993-94,Barcelona,Tenerife,2,1
1994-03-27,1993-94,La Coruna,Ath Bilbao,4,1
1994-03-27,1993-94,Osasuna,Ath Madrid,0,1
1994-03-27,1993-94,Real Madrid,Valencia,3,2
1994-03-27,1993-94,Sevilla,Logrones,4,1
1994-03-27,1993-94,Sociedad,Vallecano,1,1
1994-03-27,1993-94,Sp Gijon,Celta,2,1
1994-03-27,1993-94,Valladolid,Oviedo,0,0
1994-03-27,1993-94,Zaragoza,Santander,2,0
1994-04-03,1993-94,Ath Bilbao,Sp Gijon,7,0
1994-04-03,1993-94,Ath Madrid,Valladolid,2,0
1994-04-03,1993-94,Celta,Real Madrid,3,2
1994-04-03,1993-94,Lerida,Barcelona,1,2
1994-04-03,1993-94,Logrones,Sociedad,2,0
1994-04-03,1993-94,Oviedo,La Coruna,2,5
1994-04-03,1993-94,Santander,Osasuna,3,1
1994-04-03,1993-94,Tenerife,Zaragoza,5,3
1994-04-03,1993-94,Valencia,Sevilla,1,1
1994-04-03,1993-94,Vallecano,Albacete,0,0
1994-04-06,1993-94,Albacete,Logrones,2,2
1994-04-06,1993-94,Barcelona,Vallecano,1,0
1994-04-06,1993-94,La Coruna,Ath Madrid,2,1
1994-04-06,1993-94,Osasuna,Tenerife,1,0
1994-04-06,1993-94,Oviedo,Ath Bilbao,3,0
1994-04-06,1993-94,Real Madrid,Sp Gijon,2,2
1994-04-06,1993-94,Sevilla,Celta,4,1
1994-04-06,1993-94,Sociedad,Valencia,0,0
1994-04-06,1993-94,Valladolid,Santander,0,3
1994-04-06,1993-94,Zaragoza,Lerida,1,1
1994-04-10,1993-94,Ath Bilbao,Real Madrid,2,1
1994-04-10,1993-94,Ath Madrid,Oviedo,0,3
1994-04-10,1993-94,Celta,Sociedad,3,2
1994-04-10,1993-94,Lerida,Osasuna,1,2
1994-04-10,1993-94,Logrones,Barcelona,0,0
1994-04-10,1993-94,Santander,La Coruna,0,1
1994-04-10,1993-94,Sp Gijon,Sevilla,0,1
1994-04-10,1993-94,Tenerife,Valladolid,0,2
1994-04-10,1993-94,Valencia,Albacete,4,0
1994-04-10,1993-94,Vallecano,Zaragoza,1,2
1994-04-17,1993-94,Albacete,Celta,0,4
1994-04-17,1993-94,Ath Madrid,Ath Bilbao,4,2
1994-04-17,1993-94,Barcelona,Valencia,3,1
1994-04-17,1993-94,La Coruna,Tenerife,2,0
1994-04-17,1993-94,Osasuna,Vallecano,1,1
1994-04-17,1993-94,Oviedo,Santander,3,0
1994-04-17,1993-94,Sevilla,Real Madrid,0,1
1994-04-17,1993-94,Sociedad,Sp Gijon,0,1
1994-04-17,1993-94,Valladolid,Lerida,0,2
1994-04-17,1993-94,Zaragoza,Logrones,1,1
1994-04-24,1993-94,Ath Bilbao,Sevilla,1,1
1994-04-24,1993-94,Celta,Barcelona,0,4
1994-04-24,1993-94,Lerida,La Coruna,0,0
1994-04-24,1993-94,Logrones,Osasuna,3,2
1994-04-24,1993-94,Real Madrid,Sociedad,0,1
1994-04-24,1993-94,Santander,Ath Madrid,2,0
1994-04-24,1993-94,Sp Gijon,Albacete,1,0
1994-04-24,1993-94,Tenerife,Oviedo,2,2
1994-04-24,1993-94,Valencia,Zaragoza,3,0
1994-04-24,1993-94,Vallecano,Valladolid,0,1
1994-05-01,1993-94,Albacete,Real Madrid,1,4
1994-05-01,1993-94,Ath Madrid,Tenerife,2,0
1994-05-01,1993-94,Barcelona,Sp Gijon,4,0
1994-05-01,1993-94,La Coruna,Vallecano,0,0
1994-05-01,1993-94,Osasuna,Valencia,3,3
1994-05-01,1993-94,Oviedo,Lerida,0,0
1994-05-01,1993-94,Santander,Ath Bilbao,2,2
1994-05-01,1993-94,Sociedad,Sevilla,0,0
1994-05-01,1993-94,Valladolid,Logrones,2,0
1994-05-01,1993-94,Zaragoza,Celta,4,1
1994-05-08,1993-94,Celta,Osasuna,4,0
1994-05-08,1993-94,Lerida,Ath Madrid,0,1
1994-05-08,1993-94,Logrones,La Coruna,0,2
1994-05-08,1993-94,Real Madrid,Barcelona,0,1
1994-05-08,1993-94,Sevilla,Albacete,2,0
1994-05-08,1993-94,Sociedad,Ath Bilbao,0,0
1994-05-08,1993-94,Sp Gijon,Zaragoza,0,3
1994-05-08,1993-94,Tenerife,Santander,1,0
1994-05-08,1993-94,Valencia,Valladolid,5,1
1994-05-08,1993-94,Vallecano,Oviedo,0,0
1994-05-15,1993-94,Albacete,Sociedad,1,1
1994-05-15,1993-94,Ath Bilbao,Tenerife,3,2
1994-05-15,1993-94,Ath Madrid,Vallecano,2,0
1994-05-15,1993-94,Barcelona,Sevilla,5,2
1994-05-15,1993-94,La Coruna,Valencia,0,0
1994-05-15,1993-94,Osasuna,Sp Gijon,3,0
1994-05-15,1993-94,Oviedo,Logrones,1,2
1994-05-15,1993-94,Santander,Lerida,2,1
1994-05-15,1993-94,Valladolid,Celta,0,0
1994-05-15,1993-94,Zaragoza,Real Madrid,4,1
1994-09-03,1994-95,Sevilla,Real Madrid,1,4
1994-09-04,1994-95,Albacete,Celta,1,1
1994-09-04,1994-95,Ath Bilbao,La Coruna,0,2
1994-09-04,1994-95,Ath Madrid,Valencia,2,4
1994-09-04,1994-95,Compostela,Sociedad,0,2
1994-09-04,1994-95,Espanol,Oviedo,4,2
1994-09-04,1994-95,Logrones,Betis,0,0
1994-09-04,1994-95,Santander,Valladolid,0,0
1994-09-04,1994-95,Sp Gijon,Barcelona,2,1
1994-09-04,1994-95,Zaragoza,Tenerife,2,2
1994-09-10,1994-95,Barcelona,Santander,2,1
1994-09-10,1994-95,Celta,Ath Bilbao,1,1
1994-09-10,1994-95,La Coruna,Sp Gijon,2,1
1994-09-10,1994-95,Real Madrid,Logrones,2,0
1994-09-10,1994-95,Tenerife,Ath Madrid,1,0
1994-09-11,1994-95,Betis,Albacete,4,1
1994-09-11,1994-95,Oviedo,Compostela,2,2
1994-09-11,1994-95,Sociedad,Zaragoza,1,2
1994-09-11,1994-95,Valencia,Sevilla,0,1
1994-09-11,1994-95,Valladolid,Espanol,0,4
1994-09-18,1994-95,Albacete,Real Madrid,1,1
1994-09-18,1994-95,Ath Bilbao,Betis,1,0
1994-09-18,1994-95,Ath Madrid,Sociedad,2,1
1994-09-18,1994-95,Compostela,Valladolid,1,0
1994-09-18,1994-95,Espanol,Barcelona,0,0
1994-09-18,1994-95,Santander,La Coruna,1,2
1994-09-18,1994-95,Sevilla,Logrones,1,0
1994-09-18,1994-95,Sp Gijon,Celta,0,0
1994-09-18,1994-95,Valencia,Tenerife,2,1
1994-09-18,1994-95,Zaragoza,Oviedo,2,1
1994-09-24,1994-95,Barcelona,Compostela,4,0
1994-09-24,1994-95,La Coruna,Espanol,1,1
1994-09-24,1994-95,Real Madrid,Ath Bilbao,4,0
1994-09-24,1994-95,Valladolid,Zaragoza,2,0
1994-09-25,1994-95,Betis,Sp Gijon,5,0
1994-09-25,1994-95,Celta,Santander,2,1
1994-09-25,1994-95,Logrones,Albacete,1,1
1994-09-25,1994-95,Oviedo,Ath Madrid,1,0
1994-09-25,1994-95,Sociedad,Valencia,0,2
1994-09-25,1994-95,Tenerife,Sevilla,0,0
1994-10-01,1994-95,Compostela,La Coruna,0,1
1994-10-01,1994-95,Valencia,Oviedo,1,0
1994-10-02,1994-95,Ath Bilbao,Logrones,1,0
1994-10-02,1994-95,Ath Madrid,Valladolid,6,0
1994-10-02,1994-95,Espanol,Celta,0,0
1994-10-02,1994-95,Santander,Betis,0,0
1994-10-02,1994-95,Sevilla,Albacete,0,2
1994-10-02,1994-95,Sp Gijon,Real Madrid,1,0
1994-10-02,1994-95,Tenerife,Sociedad,3,0
1994-10-02,1994-95,Zaragoza,Barcelona,2,1
1994-10-08,1994-95,Barcelona,Ath Madrid,4,3
1994-10-09,1994-95,Albacete,Ath Bilbao,1,2
1994-10-09,1994-95,Betis,Espanol,3,1
1994-10-09,1994-95,Celta,Compostela,1,2
1994-10-09,1994-95,La Coruna,Zaragoza,3,3
1994-10-09,1994-95,Logrones,Sp Gijon,1,3
1994-10-09,1994-95,Oviedo,Tenerife,1,2
1994-10-09,1994-95,Real Madrid,Santander,3,1
1994-10-09,1994-95,Sociedad,Sevilla,0,0
1994-10-09,1994-95,Valladolid,Valencia,2,0
1994-10-15,1994-95,Ath Madrid,La Coruna,1,1
1994-10-15,1994-95,Espanol,Real Madrid,1,2
1994-10-15,1994-95,Sevilla,Ath Bilbao,0,0
1994-10-15,1994-95,Valencia,Barcelona,1,2
1994-10-16,1994-95,Compostela,Betis,1,1
1994-10-16,1994-95,Santander,Logrones,3,0
1994-10-16,1994-95,Sociedad,Oviedo,3,1
1994-10-16,1994-95,Sp Gijon,Albacete,3,2
1994-10-16,1994-95,Tenerife,Valladolid,0,0
1994-10-16,1994-95,Zaragoza,Celta,4,0
1994-10-22,1994-95,Celta,Ath Madrid,1,0
1994-10-23,1994-95,Albacete,Santander,2,0
1994-10-23,1994-95,Ath Bilbao,Sp Gijon,2,0
1994-10-23,1994-95,Barcelona,Tenerife,1,0
1994-10-23,1994-95,Betis,Zaragoza,0,1
1994-10-23,1994-95,La Coruna,Valencia,3,1
1994-10-23,1994-95,Logrones,Espanol,1,1
1994-10-23,1994-95,Oviedo,Sevilla,1,0
1994-10-23,1994-95,Real Madrid,Compostela,1,1
1994-10-23,1994-95,Valladolid,Sociedad,1,1
1994-10-29,1994-95,Sociedad,Barcelona,1,1
1994-10-29,1994-95,Tenerife,La Coruna,1,1
1994-10-29,1994-95,Valencia,Celta,1,0
1994-10-29,1994-95,Zaragoza,Real Madrid,3,2
1994-10-30,1994-95,Ath Madrid,Betis,0,2
1994-10-30,1994-95,Compostela,Logrones,2,0
1994-10-30,1994-95,Espanol,Albacete,5,1
1994-10-30,1994-95,Oviedo,Valladolid,1,0
1994-10-30,1994-95,Sevilla,Sp Gijon,5,1
1994-10-31,1994-95,Santander,Ath Bilbao,0,2
1994-11-05,1994-95,Real Madrid,Ath Madrid,4,2
1994-11-06,1994-95,Albacete,Compostela,1,3
1994-11-06,1994-95,Ath Bilbao,Espanol,1,3
1994-11-06,1994-95,Barcelona,Oviedo,1,0
1994-11-06,1994-95,Betis,Valencia,1,1
1994-11-06,1994-95,Celta,Tenerife,3,2
1994-11-06,1994-95,La Coruna,Sociedad,3,1
1994-11-06,1994-95,Logrones,Zaragoza,0,0
1994-11-06,1994-95,Sp Gijon,Santander,2,3
1994-11-06,1994-95,Valladolid,Sevilla,0,4
1994-11-19,1994-95,Compostela,Ath Bilbao,0,1
1994-11-19,1994-95,Oviedo,La Coruna,2,0
1994-11-19,1994-95,Valencia,Real Madrid,1,2
1994-11-19,1994-95,Valladolid,Barcelona,1,3
1994-11-20,1994-95,Ath Madrid,Logrones,3,0
1994-11-20,1994-95,Espanol,Sp Gijon,1,1
1994-11-20,1994-95,Sevilla,Santander,1,3
1994-11-20,1994-95,Sociedad,Celta,2,3
1994-11-20,1994-95,Tenerife,Betis,1,4
1994-11-20,1994-95,Zaragoza,Albacete,1,0
1994-11-27,1994-95,Albacete,Ath Madrid,2,2
1994-11-27,1994-95,Ath Bilbao,Zaragoza,1,0
1994-11-27,1994-95,Barcelona,Sevilla,0,1
1994-11-27,1994-95,Betis,Sociedad,0,0
1994-11-27,1994-95,Celta,Oviedo,0,0
1994-11-27,1994-95,La Coruna,Valladolid,4,0
1994-11-27,1994-95,Logrones,Valencia,2,2
1994-11-27,1994-95,Real Madrid,Tenerife,4,2
