date,season,home_team,away_team,home_score,away_score
2003-01-25,2002-03,Modena,Atalanta,0,2
2003-01-26,2002-03,Bologna,Torino,2,2
2003-01-26,2002-03,Brescia,Parma,1,1
2003-01-26,2002-03,Inter,Empoli,3,0
2003-01-26,2002-03,Juventus,Piacenza,2,0
2003-01-26,2002-03,Lazio,Reggina,0,1
2003-01-26,2002-03,Perugia,Chievo,1,0
2003-01-26,2002-03,Udinese,Milan,1,0
2003-02-01,2002-03,Piacenza,Brescia,1,4
2003-02-01,2002-03,Roma,Bologna,3,1
2003-02-02,2002-03,Atalanta,Juventus,1,1
2003-02-02,2002-03,Chievo,Lazio,1,1
2003-02-02,2002-03,Empoli,Como,0,0
2003-02-02,2002-03,Milan,Modena,2,1
2003-02-02,2002-03,Parma,Udinese,3,2
2003-02-02,2002-03,Reggina,Perugia,3,1
2003-02-02,2002-03,Torino,Inter,0,2
2003-02-08,2002-03,Juventus,Empoli,1,0
2003-02-08,2002-03,Udinese,Piacenza,2,1
2003-02-09,2002-03,Bologna,Atalanta,2,3
2003-02-09,2002-03,Brescia,Chievo,0,0
2003-02-09,2002-03,Como,Parma,2,2
2003-02-09,2002-03,Inter,Reggina,3,0
2003-02-09,2002-03,Lazio,Torino,1,1
2003-02-09,2002-03,Modena,Roma,1,1
2003-02-09,2002-03,Perugia,Milan,1,0
2003-02-15,2002-03,Chievo,Inter,2,1
2003-02-15,2002-03,Roma,Brescia,0,0
2003-02-16,2002-03,Atalanta,Udinese,0,0
2003-02-16,2002-03,Empoli,Perugia,1,1
2003-02-16,2002-03,Milan,Lazio,2,2
2003-02-16,2002-03,Parma,Juventus,1,2
2003-02-16,2002-03,Piacenza,Bologna,3,1
2003-02-16,2002-03,Reggina,Como,4,1
2003-02-16,2002-03,Torino,Modena,1,1
2003-02-22,2002-03,Como,Juventus,1,3
2003-02-22,2002-03,Torino,Milan,0,3
2003-02-23,2002-03,Bologna,Empoli,2,0
2003-02-23,2002-03,Brescia,Reggina,2,1
2003-02-23,2002-03,Inter,Piacenza,3,1
2003-02-23,2002-03,Lazio,Atalanta,0,0
2003-02-23,2002-03,Modena,Chievo,1,0
2003-02-23,2002-03,Perugia,Parma,1,2
2003-02-23,2002-03,Udinese,Roma,2,1
2003-03-01,2002-03,Brescia,Bologna,0,0
2003-03-01,2002-03,Parma,Modena,1,1
2003-03-02,2002-03,Chievo,Torino,3,2
2003-03-02,2002-03,Juventus,Inter,3,0
2003-03-02,2002-03,Milan,Atalanta,3,3
2003-03-02,2002-03,Perugia,Lazio,2,2
2003-03-02,2002-03,Piacenza,Como,0,1
2003-03-02,2002-03,Reggina,Udinese,3,2
2003-03-02,2002-03,Roma,Empoli,3,1
2003-03-08,2002-03,Bologna,Inter,1,2
2003-03-08,2002-03,Roma,Lazio,1,1
2003-03-09,2002-03,Atalanta,Parma,0,0
2003-03-09,2002-03,Como,Brescia,1,1
2003-03-09,2002-03,Empoli,Piacenza,3,1
2003-03-09,2002-03,Milan,Chievo,0,0
2003-03-09,2002-03,Modena,Perugia,1,1
2003-03-09,2002-03,Torino,Reggina,1,0
2003-03-09,2002-03,Udinese,Juventus,0,1
2003-03-15,2002-03,Juventus,Modena,3,0
2003-03-15,2002-03,Reggina,Milan,0,0
2003-03-16,2002-03,Bologna,Udinese,1,0
2003-03-16,2002-03,Brescia,Torino,1,0
2003-03-16,2002-03,Chievo,Parma,0,4
2003-03-16,2002-03,Inter,Como,4,0
2003-03-16,2002-03,Lazio,Empoli,4,1
2003-03-16,2002-03,Perugia,Roma,1,0
2003-03-16,2002-03,Piacenza,Atalanta,2,0
2003-03-22,2002-03,Milan,Juventus,2,1
2003-03-22,2002-03,Modena,Reggina,2,1
2003-03-23,2002-03,Atalanta,Chievo,1,0
2003-03-23,2002-03,Como,Bologna,5,1
2003-03-23,2002-03,Empoli,Brescia,0,0
2003-03-23,2002-03,Parma,Lazio,2,1
2003-03-23,2002-03,Roma,Piacenza,3,0
2003-03-23,2002-03,Torino,Perugia,2,1
2003-03-23,2002-03,Udinese,Inter,2,1
2003-04-05,2002-03,Juventus,Torino,2,0
2003-04-05,2002-03,Parma,Milan,1,0
2003-04-06,2002-03,Brescia,Atalanta,3,0
2003-04-06,2002-03,Chievo,Udinese,3,0
2003-04-06,2002-03,Inter,Roma,3,3
2003-04-06,2002-03,Lazio,Como,3,0
2003-04-06,2002-03,Perugia,Bologna,1,1
2003-04-06,2002-03,Piacenza,Modena,3,3
2003-04-06,2002-03,Reggina,Empoli,1,0
2003-04-12,2002-03,Como,Perugia,1,1
2003-04-12,2002-03,Inter,Milan,0,1
2003-04-13,2002-03,Atalanta,Reggina,1,1
2003-04-13,2002-03,Bologna,Juventus,2,2
2003-04-13,2002-03,Empoli,Chievo,2,1
2003-04-13,2002-03,Modena,Lazio,0,0
2003-04-13,2002-03,Roma,Parma,2,1
2003-04-13,2002-03,Torino,Piacenza,1,3
2003-04-13,2002-03,Udinese,Brescia,0,0
2003-04-19,2002-03,Brescia,Inter,0,1
2003-04-19,2002-03,Chievo,Reggina,2,1
2003-04-19,2002-03,Juventus,Roma,2,1
2003-04-19,2002-03,Lazio,Piacenza,2,1
2003-04-19,2002-03,Milan,Empoli,0,1
2003-04-19,2002-03,Modena,Bologna,3,2
2003-04-19,2002-03,Parma,Torino,1,0
2003-04-19,2002-03,Perugia,Atalanta,1,0
2003-04-19,2002-03,Udinese,Como,3,2
2003-04-26,2002-03,Atalanta,Torino,2,2
2003-04-26,2002-03,Roma,Milan,2,1
2003-04-27,2002-03,Bologna,Chievo,1,1
2003-04-27,2002-03,Como,Modena,0,0
2003-04-27,2002-03,Empoli,Udinese,1,1
2003-04-27,2002-03,Inter,Lazio,1,1
2003-04-27,2002-03,Juventus,Brescia,2,1
2003-04-27,2002-03,Piacenza,Perugia,5,1
2003-04-27,2002-03,Reggina,Parma,0,0
2003-05-03,2002-03,Atalanta,Inter,1,1
2003-05-03,2002-03,Chievo,Piacenza,3,1
2003-05-03,2002-03,Lazio,Juventus,0,0
2003-05-03,2002-03,Milan,Como,2,0
2003-05-03,2002-03,Modena,Empoli,1,1
2003-05-03,2002-03,Parma,Bologna,1,2
2003-05-03,2002-03,Perugia,Brescia,0,0
2003-05-03,2002-03,Reggina,Roma,2,3
2003-05-03,2002-03,Torino,Udinese,0,1
2003-05-10,2002-03,Bologna,Lazio,0,2
2003-05-10,2002-03,Brescia,Milan,1,0
2003-05-10,2002-03,Como,Chievo,2,4
2003-05-10,2002-03,Empoli,Atalanta,0,0
2003-05-10,2002-03,Inter,Parma,1,1
2003-05-10,2002-03,Juventus,Perugia,2,2
2003-05-10,2002-03,Piacenza,Reggina,2,2
2003-05-10,2002-03,Roma,Torino,3,1
2003-05-10,2002-03,Udinese,Modena,2,1
2003-05-17,2002-03,Atalanta,Como,2,1
2003-05-17,2002-03,Chievo,Roma,0,0
2003-05-17,2002-03,Lazio,Brescia,3,1
2003-05-17,2002-03,Milan,Bologna,3,1
2003-05-17,2002-03,Modena,Inter,0,2
2003-05-17,2002-03,Parma,Piacenza,3,2
2003-05-17,2002-03,Perugia,Udinese,0,2
2003-05-17,2002-03,Reggina,Juventus,2,1
2003-05-17,2002-03,Torino,Empoli,1,1
2003-05-24,2002-03,Bologna,Reggina,0,2
2003-05-24,2002-03,Brescia,Modena,2,2
2003-05-24,2002-03,Como,Torino,1,0
2003-05-24,2002-03,Empoli,Parma,0,2
2003-05-24,2002-03,Inter,Perugia,2,2
2003-05-24,2002-03,Juventus,Chievo,4,3
2003-05-24,2002-03,Piacenza,Milan,4,2
2003-05-24,2002-03,Roma,Atalanta,1,2
2003-05-24,2002-03,Udinese,Lazio,2,1
2003-08-30,2003-04,Reggina,Sampdoria,2,2
2003-08-31,2003-04,Bologna,Parma,2,2
2003-08-31,2003-04,Brescia,Chievo,1,1
2003-08-31,2003-04,Inter,Modena,2,0
2003-08-31,2003-04,Juventus,Empoli,5,1
2003-08-31,2003-04,Lazio,Lecce,4,1
2003-08-31,2003-04,Perugia,Siena,2,2
2003-08-31,2003-04,Udinese,Roma,1,2
2003-09-01,2003-04,Ancona,Milan,0,2
2003-09-13,2003-04,Milan,Bologna,2,1
2003-09-13,2003-04,Sampdoria,Lazio,1,2
2003-09-14,2003-04,Chievo,Juventus,1,2
2003-09-14,2003-04,Empoli,Reggina,1,1
2003-09-14,2003-04,Lecce,Ancona,3,1
2003-09-14,2003-04,Modena,Udinese,0,1
2003-09-14,2003-04,Parma,Perugia,3,0
2003-09-14,2003-04,Roma,Brescia,5,0
2003-09-14,2003-04,Siena,Inter,0,1
2003-09-20,2003-04,Ancona,Modena,1,1
2003-09-20,2003-04,Siena,Empoli,4,0
2003-09-21,2003-04,Bologna,Udinese,2,0
2003-09-21,2003-04,Brescia,Reggina,4,4
2003-09-21,2003-04,Inter,Sampdoria,0,0
2003-09-21,2003-04,Juventus,Roma,2,2
2003-09-21,2003-04,Lazio,Parma,2,3
2003-09-21,2003-04,Lecce,Chievo,1,2
2003-09-21,2003-04,Perugia,Milan,1,1
2003-09-27,2003-04,Reggina,Juventus,0,2
2003-09-27,2003-04,Udinese,Inter,0,0
2003-09-28,2003-04,Chievo,Perugia,4,1
2003-09-28,2003-04,Empoli,Lazio,2,2
2003-09-28,2003-04,Milan,Lecce,3,0
2003-09-28,2003-04,Modena,Bologna,2,0
2003-09-28,2003-04,Parma,Siena,1,1
2003-09-28,2003-04,Roma,Ancona,3,0
2003-09-28,2003-04,Sampdoria,Brescia,2,1
2003-10-05,2003-04,Ancona,Udinese,0,3
2003-10-05,2003-04,Empoli,Modena,0,3
2003-10-05,2003-04,Inter,Milan,1,3
2003-10-05,2003-04,Juventus,Bologna,2,1
2003-10-05,2003-04,Lazio,Chievo,1,0
2003-10-05,2003-04,Lecce,Brescia,1,4
2003-10-05,2003-04,Parma,Sampdoria,1,0
2003-10-05,2003-04,Perugia,Reggina,0,0
2003-10-05,2003-04,Siena,Roma,0,0
2003-10-18,2003-04,Ancona,Juventus,2,3
2003-10-18,2003-04,Brescia,Inter,2,2
2003-10-19,2003-04,Bologna,Perugia,2,2
2003-10-19,2003-04,Chievo,Sampdoria,1,1
2003-10-19,2003-04,Milan,Lazio,1,0
2003-10-19,2003-04,Modena,Lecce,2,0
2003-10-19,2003-04,Reggina,Siena,2,1
2003-10-19,2003-04,Roma,Parma,2,0
2003-10-19,2003-04,Udinese,Empoli,2,0
2003-10-25,2003-04,Empoli,Chievo,0,1
2003-10-25,2003-04,Siena,Lecce,2,1
2003-10-26,2003-04,Inter,Roma,0,0
2003-10-26,2003-04,Juventus,Brescia,2,0
2003-10-26,2003-04,Lazio,Bologna,2,1
2003-10-26,2003-04,Parma,Modena,3,0
2003-10-26,2003-04,Perugia,Udinese,3,3
2003-10-26,2003-04,Reggina,Ancona,0,0
2003-10-26,2003-04,Sampdoria,Milan,0,3
2003-11-01,2003-04,Milan,Juventus,1,1
2003-11-01,2003-04,Udinese,Lazio,1,2
2003-11-02,2003-04,Ancona,Siena,0,0
2003-11-02,2003-04,Bologna,Sampdoria,0,1
2003-11-02,2003-04,Brescia,Parma,2,3
2003-11-02,2003-04,Chievo,Inter,0,2
2003-11-02,2003-04,Lecce,Empoli,2,1
2003-11-02,2003-04,Modena,Perugia,1,0
2003-11-02,2003-04,Roma,Reggina,2,0
2003-11-08,2003-04,Brescia,Bologna,0,0
2003-11-08,2003-04,Sampdoria,Empoli,2,0
2003-11-09,2003-04,Inter,Ancona,3,0
2003-11-09,2003-04,Juventus,Udinese,4,1
2003-11-09,2003-04,Parma,Milan,0,0
2003-11-09,2003-04,Perugia,Lecce,2,2
2003-11-09,2003-04,Reggina,Modena,1,1
2003-11-09,2003-04,Roma,Lazio,2,0
2003-11-09,2003-04,Siena,Chievo,1,2
2003-11-22,2003-04,Inter,Reggina,6,0
2003-11-22,2003-04,Modena,Juventus,0,2
2003-11-23,2003-04,Ancona,Brescia,1,1
2003-11-23,2003-04,Bologna,Roma,0,4
2003-11-23,2003-04,Chievo,Milan,0,2
2003-11-23,2003-04,Empoli,Parma,1,0
2003-11-23,2003-04,Lazio,Perugia,3,1
2003-11-23,2003-04,Lecce,Sampdoria,0,0
2003-11-23,2003-04,Udinese,Siena,1,1
2003-11-29,2003-04,Juventus,Inter,1,3
2003-11-29,2003-04,Siena,Lazio,3,0
2003-11-30,2003-04,Brescia,Udinese,1,2
2003-11-30,2003-04,Milan,Modena,2,0
2003-11-30,2003-04,Parma,Chievo,3,1
2003-11-30,2003-04,Perugia,Empoli,1,1
2003-11-30,2003-04,Reggina,Bologna,0,0
2003-11-30,2003-04,Roma,Lecce,3,1
2003-11-30,2003-04,Sampdoria,Ancona,2,0
2003-12-06,2003-04,Empoli,Milan,0,1
2003-12-06,2003-04,Lazio,Juventus,2,0
2003-12-07,2003-04,Bologna,Ancona,3,2
2003-12-07,2003-04,Chievo,Roma,0,3
2003-12-07,2003-04,Inter,Perugia,2,1
2003-12-07,2003-04,Lecce,Parma,1,2
2003-12-07,2003-04,Modena,Brescia,1,1
2003-12-07,2003-04,Sampdoria,Siena,2,1
2003-12-07,2003-04,Udinese,Reggina,1,0
2003-12-13,2003-04,Perugia,Sampdoria,3,3
2003-12-13,2003-04,Udinese,Lecce,1,0
2003-12-14,2003-04,Ancona,Lazio,0,1
2003-12-14,2003-04,Bologna,Inter,0,2
2003-12-14,2003-04,Brescia,Empoli,2,0
2003-12-14,2003-04,Juventus,Parma,4,0
2003-12-14,2003-04,Reggina,Chievo,0,0
2003-12-14,2003-04,Roma,Modena,1,0
2003-12-20,2003-04,Empoli,Roma,0,2
2003-12-20,2003-04,Parma,Reggina,1,2
2003-12-21,2003-04,Chievo,Ancona,1,0
2003-12-21,2003-04,Lazio,Inter,2,1
2003-12-21,2003-04,Lecce,Juventus,1,1
2003-12-21,2003-04,Milan,Udinese,1,2
2003-12-21,2003-04,Perugia,Brescia,2,2
2003-12-21,2003-04,Sampdoria,Modena,1,1
2003-12-21,2003-04,Siena,Bologna,0,0
2004-01-06,2003-04,Ancona,Parma,0,2
2004-01-06,2003-04,Bologna,Empoli,2,1
2004-01-06,2003-04,Brescia,Siena,4,2
2004-01-06,2003-04,Inter,Lecce,3,1
2004-01-06,2003-04,Juventus,Perugia,1,0
2004-01-06,2003-04,Modena,Chievo,0,3
2004-01-06,2003-04,Reggina,Lazio,2,1
2004-01-06,2003-04,Roma,Milan,1,2
2004-01-06,2003-04,Udinese,Sampdoria,0,1
2004-01-10,2003-04,Chievo,Udinese,0,0
2004-01-10,2003-04,Parma,Inter,1,0
2004-01-11,2003-04,Empoli,Ancona,2,0
2004-01-11,2003-04,Lazio,Brescia,0,1
2004-01-11,2003-04,Lecce,Bologna,1,2
2004-01-11,2003-04,Milan,Reggina,3,1
2004-01-11,2003-04,Perugia,Roma,0,1
2004-01-11,2003-04,Sampdoria,Juventus,1,2
2004-01-11,2003-04,Siena,Modena,4,0
2004-01-17,2003-04,Modena,Lazio,1,1
2004-01-17,2003-04,Udinese,Parma,1,1
2004-01-18,2003-04,Ancona,Perugia,0,0
2004-01-18,2003-04,Bologna,Chievo,3,1
2004-01-18,2003-04,Brescia,Milan,0,1
2004-01-18,2003-04,Inter,Empoli,0,1
2004-01-18,2003-04,Juventus,Siena,4,2
2004-01-18,2003-04,Reggina,Lecce,1,3
2004-01-18,2003-04,Roma,Sampdoria,3,1
2004-01-24,2003-04,Sampdoria,Reggina,2,0
2004-01-24,2003-04,Siena,Perugia,2,1
2004-01-25,2003-04,Chievo,Brescia,3,1
2004-01-25,2003-04,Empoli,Juventus,3,3
2004-01-25,2003-04,Lecce,Lazio,0,1
2004-01-25,2003-04,Milan,Ancona,5,0
2004-01-25,2003-04,Modena,Inter,1,1
2004-01-25,2003-04,Parma,Bologna,0,0
2004-01-25,2003-04,Roma,Udinese,1,1
2004-01-28,2003-04,Milan,Siena,2,1
2004-01-31,2003-04,Brescia,Roma,1,0
2004-01-31,2003-04,Reggina,Empoli,2,0
2004-02-01,2003-04,Ancona,Lecce,0,2
2004-02-01,2003-04,Bologna,Milan,0,2
2004-02-01,2003-04,Inter,Siena,4,0
2004-02-01,2003-04,Juventus,Chievo,1,0
2004-02-01,2003-04,Lazio,Sampdoria,1,1
2004-02-01,2003-04,Perugia,Parma,2,2
2004-02-01,2003-04,Udinese,Modena,1,0
2004-02-07,2003-04,Chievo,Lecce,2,3
2004-02-07,2003-04,Udinese,Bologna,1,3
2004-02-08,2003-04,Empoli,Siena,1,0
2004-02-08,2003-04,Milan,Perugia,2,1
2004-02-08,2003-04,Modena,Ancona,2,1
2004-02-08,2003-04,Parma,Lazio,0,3
2004-02-08,2003-04,Reggina,Brescia,0,0
2004-02-08,2003-04,Roma,Juventus,4,0
2004-02-08,2003-04,Sampdoria,Inter,2,2
2004-02-14,2003-04,Lazio,Empoli,3,0
2004-02-14,2003-04,Perugia,Chievo,0,2
2004-02-15,2003-04,Ancona,Roma,0,0
2004-02-15,2003-04,Bologna,Modena,1,1
2004-02-15,2003-04,Brescia,Sampdoria,1,1
2004-02-15,2003-04,Inter,Udinese,1,2
2004-02-15,2003-04,Juventus,Reggina,1,0
2004-02-15,2003-04,Lecce,Milan,1,1
2004-02-15,2003-04,Siena,Parma,1,2
2004-02-21,2003-04,Milan,Inter,3,2
2004-02-21,2003-04,Sampdoria,Parma,1,2
2004-02-22,2003-04,Bologna,Juventus,0,1
2004-02-22,2003-04,Brescia,Lecce,1,2
2004-02-22,2003-04,Chievo,Lazio,0,0
2004-02-22,2003-04,Modena,Empoli,1,1
2004-02-22,2003-04,Reggina,Perugia,1,2
2004-02-22,2003-04,Roma,Siena,6,0
2004-02-22,2003-04,Udinese,Ancona,3,0
2004-02-28,2003-04,Empoli,Udinese,2,0
2004-02-28,2003-04,Siena,Reggina,0,0
2004-02-29,2003-04,Inter,Brescia,1,3
2004-02-29,2003-04,Juventus,Ancona,3,0
2004-02-29,2003-04,Lazio,Milan,0,1
2004-02-29,2003-04,Lecce,Modena,1,0
2004-02-29,2003-04,Parma,Roma,1,4
2004-02-29,2003-04,Perugia,Bologna,4,2
2004-02-29,2003-04,Sampdoria,Chievo,1,0
2004-03-06,2003-04,Brescia,Juventus,2,3
2004-03-06,2003-04,Modena,Parma,2,2
2004-03-07,2003-04,Ancona,Reggina,1,1
2004-03-07,2003-04,Chievo,Empoli,0,0
2004-03-07,2003-04,Lecce,Siena,0,0
2004-03-07,2003-04,Milan,Sampdoria,3,1
2004-03-07,2003-04,Roma,Inter,4,1
2004-03-07,2003-04,Udinese,Perugia,1,1
2004-03-13,2003-04,Empoli,Lecce,0,0
2004-03-13,2003-04,Sampdoria,Bologna,3,2
2004-03-14,2003-04,Inter,Chievo,0,0
2004-03-14,2003-04,Juventus,Milan,1,3
2004-03-14,2003-04,Lazio,Udinese,2,2
2004-03-14,2003-04,Parma,Brescia,2,2
2004-03-14,2003-04,Perugia,Modena,1,1
2004-03-14,2003-04,Reggina,Roma,0,0
2004-03-14,2003-04,Siena,Ancona,3,2
2004-03-20,2003-04,Milan,Parma,3,1
2004-03-20,2003-04,Udinese,Juventus,0,0
2004-03-21,2003-04,Ancona,Inter,0,2
2004-03-21,2003-04,Bologna,Brescia,3,0
2004-03-21,2003-04,Chievo,Siena,1,1
2004-03-21,2003-04,Empoli,Sampdoria,1,1
2004-03-21,2003-04,Lecce,Perugia,1,2
2004-03-21,2003-04,Modena,Reggina,1,2
2004-03-25,2003-04,Bologna,Lazio,2,1
2004-03-28,2003-04,Brescia,Ancona,5,2
2004-03-28,2003-04,Juventus,Modena,3,1
2004-03-28,2003-04,Milan,Chievo,2,2
2004-03-28,2003-04,Parma,Empoli,4,0
2004-03-28,2003-04,Perugia,Lazio,1,2
2004-03-28,2003-04,Reggina,Inter,0,2
2004-03-28,2003-04,Roma,Bologna,1,2
2004-03-28,2003-04,Sampdoria,Lecce,2,2
2004-03-28,2003-04,Siena,Udinese,1,0
2004-04-04,2003-04,Ancona,Sampdoria,0,1
2004-04-04,2003-04,Bologna,Reggina,2,2
2004-04-04,2003-04,Chievo,Parma,0,2
2004-04-04,2003-04,Empoli,Perugia,1,0
2004-04-04,2003-04,Inter,Juventus,3,2
2004-04-04,2003-04,Lazio,Siena,5,2
2004-04-04,2003-04,Lecce,Roma,0,3
2004-04-04,2003-04,Modena,Milan,1,1
2004-04-04,2003-04,Udinese,Brescia,4,3
2004-04-10,2003-04,Ancona,Bologna,3,2
2004-04-10,2003-04,Brescia,Modena,0,0
2004-04-10,2003-04,Juventus,Lazio,1,0
2004-04-10,2003-04,Milan,Empoli,1,0
2004-04-10,2003-04,Parma,Lecce,3,1
2004-04-10,2003-04,Reggina,Udinese,0,1
2004-04-10,2003-04,Roma,Chievo,3,1
2004-04-10,2003-04,Siena,Sampdoria,0,0
2004-04-11,2003-04,Perugia,Inter,2,3
2004-04-17,2003-04,Lecce,Udinese,2,1
2004-04-17,2003-04,Siena,Milan,1,2
2004-04-18,2003-04,Chievo,Reggina,0,0
2004-04-18,2003-04,Empoli,Brescia,1,1
2004-04-18,2003-04,Inter,Bologna,4,2
2004-04-18,2003-04,Lazio,Ancona,4,2
2004-04-18,2003-04,Modena,Roma,0,1
2004-04-18,2003-04,Parma,Juventus,2,2
2004-04-18,2003-04,Sampdoria,Perugia,3,2
2004-04-21,2003-04,Lazio,Roma,1,1
2004-04-25,2003-04,Ancona,Chievo,0,2
2004-04-25,2003-04,Bologna,Siena,3,1
2004-04-25,2003-04,Brescia,Perugia,1,1
2004-04-25,2003-04,Inter,Lazio,0,0
2004-04-25,2003-04,Juventus,Lecce,3,4
2004-04-25,2003-04,Modena,Sampdoria,1,0
2004-04-25,2003-04,Reggina,Parma,1,1
2004-04-25,2003-04,Roma,Empoli,3,0
2004-04-25,2003-04,Udinese,Milan,0,0
2004-05-02,2003-04,Chievo,Modena,2,0
2004-05-02,2003-04,Empoli,Bologna,2,0
2004-05-02,2003-04,Lazio,Reggina,1,1
2004-05-02,2003-04,Lecce,Inter,2,1
2004-05-02,2003-04,Milan,Roma,1,0
2004-05-02,2003-04,Parma,Ancona,3,1
2004-05-02,2003-04,Perugia,Juventus,1,0
2004-05-02,2003-04,Sampdoria,Udinese,1,3
2004-05-02,2003-04,Siena,Brescia,0,1
2004-05-09,2003-04,Ancona,Empoli,2,1
2004-05-09,2003-04,Bologna,Lecce,1,1
2004-05-09,2003-04,Brescia,Lazio,2,1
2004-05-09,2003-04,Inter,Parma,1,0
2004-05-09,2003-04,Juventus,Sampdoria,2,0
2004-05-09,2003-04,Modena,Siena,1,3
2004-05-09,2003-04,Reggina,Milan,2,1
2004-05-09,2003-04,Roma,Perugia,1,3
2004-05-09,2003-04,Udinese,Chievo,1,1
2004-05-16,2003-04,Chievo,Bologna,2,1
2004-05-16,2003-04,Empoli,Inter,2,3
2004-05-16,2003-04,Lazio,Modena,2,1
2004-05-16,2003-04,Lecce,Reggina,2,1
2004-05-16,2003-04,Milan,Brescia,4,2
2004-05-16,2003-04,Parma,Udinese,4,3
2004-05-16,2003-04,Perugia,Ancona,1,0
2004-05-16,2003-04,Sampdoria,Roma,0,0
2004-05-16,2003-04,Siena,Juventus,1,3
2004-09-11,2004-05,Chievo,Inter,2,2
2004-09-11,2004-05,Milan,Livorno,2,2
2004-09-12,2004-05,Atalanta,Lecce,2,2
2004-09-12,2004-05,Brescia,Juventus,0,3
2004-09-12,2004-05,Cagliari,Bologna,1,0
2004-09-12,2004-05,Palermo,Siena,1,0
2004-09-12,2004-05,Parma,Messina,0,0
2004-09-12,2004-05,Reggina,Udinese,0,0
2004-09-12,2004-05,Roma,Fiorentina,1,0
2004-09-12,2004-05,Sampdoria,Lazio,0,1
2004-09-18,2004-05,Inter,Palermo,1,1
2004-09-18,2004-05,Lecce,Brescia,4,1
2004-09-19,2004-05,Bologna,Milan,0,2
2004-09-19,2004-05,Fiorentina,Cagliari,2,1
2004-09-19,2004-05,Juventus,Atalanta,2,0
2004-09-19,2004-05,Lazio,Reggina,1,1
2004-09-19,2004-05,Livorno,Chievo,1,2
2004-09-19,2004-05,Messina,Roma,4,3
2004-09-19,2004-05,Siena,Sampdoria,2,1
2004-09-19,2004-05,Udinese,Parma,4,0
2004-09-22,2004-05,Atalanta,Inter,2,3
2004-09-22,2004-05,Brescia,Lazio,0,2
2004-09-22,2004-05,Cagliari,Siena,2,0
2004-09-22,2004-05,Chievo,Udinese,0,0
2004-09-22,2004-05,Milan,Messina,1,2
2004-09-22,2004-05,Palermo,Fiorentina,0,0
2004-09-22,2004-05,Parma,Bologna,1,2
2004-09-22,2004-05,Reggina,Livorno,2,1
2004-09-22,2004-05,Roma,Lecce,2,2
2004-09-22,2004-05,Sampdoria,Juventus,0,3
2004-09-25,2004-05,Bologna,Roma,3,1
2004-09-25,2004-05,Juventus,Palermo,1,1
2004-09-26,2004-05,Fiorentina,Sampdoria,0,2
2004-09-26,2004-05,Inter,Parma,2,2
2004-09-26,2004-05,Lazio,Milan,1,2
2004-09-26,2004-05,Lecce,Cagliari,3,1
2004-09-26,2004-05,Livorno,Atalanta,1,1
2004-09-26,2004-05,Messina,Chievo,0,0
2004-09-26,2004-05,Siena,Reggina,0,0
2004-09-26,2004-05,Udinese,Brescia,1,2
2004-10-02,2004-05,Cagliari,Brescia,2,1
2004-10-02,2004-05,Chievo,Lecce,2,1
2004-10-03,2004-05,Atalanta,Lazio,1,1
2004-10-03,2004-05,Messina,Siena,4,1
2004-10-03,2004-05,Milan,Reggina,3,1
2004-10-03,2004-05,Palermo,Bologna,1,0
2004-10-03,2004-05,Parma,Fiorentina,0,0
2004-10-03,2004-05,Roma,Inter,3,3
2004-10-03,2004-05,Sampdoria,Livorno,2,0
2004-10-03,2004-05,Udinese,Juventus,0,1
2004-10-16,2004-05,Juventus,Messina,2,1
2004-10-16,2004-05,Livorno,Roma,0,2
2004-10-17,2004-05,Bologna,Atalanta,2,1
2004-10-17,2004-05,Brescia,Parma,3,1
2004-10-17,2004-05,Cagliari,Milan,0,1
2004-10-17,2004-05,Fiorentina,Siena,0,0
2004-10-17,2004-05,Inter,Udinese,3,1
2004-10-17,2004-05,Lazio,Chievo,0,1
2004-10-17,2004-05,Lecce,Palermo,2,0
2004-10-17,2004-05,Reggina,Sampdoria,0,1
2004-10-23,2004-05,Atalanta,Cagliari,2,2
2004-10-23,2004-05,Siena,Juventus,0,3
2004-10-24,2004-05,Chievo,Reggina,0,0
2004-10-24,2004-05,Livorno,Bologna,1,0
2004-10-24,2004-05,Messina,Lecce,1,4
2004-10-24,2004-05,Milan,Inter,0,0
2004-10-24,2004-05,Parma,Lazio,3,1
2004-10-24,2004-05,Roma,Palermo,1,1
2004-10-24,2004-05,Sampdoria,Brescia,0,1
2004-10-24,2004-05,Udinese,Fiorentina,2,2
2004-10-27,2004-05,Bologna,Udinese,0,1
2004-10-27,2004-05,Brescia,Siena,0,1
2004-10-27,2004-05,Cagliari,Parma,2,1
2004-10-27,2004-05,Chievo,Sampdoria,0,2
2004-10-27,2004-05,Lazio,Messina,2,0
2004-10-27,2004-05,Lecce,Inter,2,2
2004-10-27,2004-05,Milan,Atalanta,3,0
2004-10-27,2004-05,Palermo,Livorno,1,2
2004-10-27,2004-05,Reggina,Fiorentina,1,2
2004-10-28,2004-05,Juventus,Roma,2,0
2004-10-30,2004-05,Inter,Lazio,1,1
2004-10-30,2004-05,Sampdoria,Milan,0,1
2004-10-31,2004-05,Fiorentina,Lecce,4,0
2004-10-31,2004-05,Juventus,Chievo,3,0
2004-10-31,2004-05,Livorno,Brescia,2,1
2004-10-31,2004-05,Messina,Reggina,2,1
2004-10-31,2004-05,Parma,Atalanta,2,2
2004-10-31,2004-05,Roma,Cagliari,5,1
