date,season,home_team,away_team,home_score,away_score
1993-08-07,1993-94,Bayern Munich,Freiburg,3,1
1993-08-07,1993-94,Dortmund,Karlsruhe,2,1
1993-08-07,1993-94,Duisburg,Leverkusen,2,2
1993-08-07,1993-94,FC Koln,Kaiserslautern,0,2
1993-08-07,1993-94,Hamburg,Nurnberg,5,2
1993-08-07,1993-94,Leipzig,Dresden,3,3
1993-08-07,1993-94,M'Gladbach,Ein Frankfurt,0,4
1993-08-07,1993-94,Wattenscheid,Schalke 04,3,0
1993-08-07,1993-94,Werder Bremen,Stuttgart,5,1
1993-08-14,1993-94,Dresden,Duisburg,0,1
1993-08-14,1993-94,Ein Frankfurt,Werder Bremen,2,2
1993-08-14,1993-94,Freiburg,Wattenscheid,4,1
1993-08-14,1993-94,Kaiserslautern,M'Gladbach,4,2
1993-08-14,1993-94,Karlsruhe,Hamburg,2,0
1993-08-14,1993-94,Leverkusen,Bayern Munich,2,1
1993-08-14,1993-94,Nurnberg,FC Koln,1,0
1993-08-14,1993-94,Schalke 04,Dortmund,1,0
1993-08-14,1993-94,Stuttgart,Leipzig,0,0
1993-08-21,1993-94,Bayern Munich,Dresden,5,0
1993-08-21,1993-94,Dortmund,Freiburg,3,2
1993-08-21,1993-94,Duisburg,Stuttgart,2,2
1993-08-21,1993-94,Ein Frankfurt,Kaiserslautern,1,0
1993-08-21,1993-94,FC Koln,Karlsruhe,2,1
1993-08-21,1993-94,Hamburg,Schalke 04,4,1
1993-08-21,1993-94,M'Gladbach,Nurnberg,2,0
1993-08-21,1993-94,Wattenscheid,Leverkusen,1,2
1993-08-21,1993-94,Werder Bremen,Leipzig,3,1
1993-08-28,1993-94,Dresden,Wattenscheid,1,1
1993-08-28,1993-94,Freiburg,Hamburg,0,1
1993-08-28,1993-94,Kaiserslautern,Werder Bremen,2,3
1993-08-28,1993-94,Karlsruhe,M'Gladbach,1,0
1993-08-28,1993-94,Leipzig,Duisburg,1,1
1993-08-28,1993-94,Leverkusen,Dortmund,2,1
1993-08-28,1993-94,Nurnberg,Ein Frankfurt,1,5
1993-08-28,1993-94,Schalke 04,FC Koln,1,2
1993-08-28,1993-94,Stuttgart,Bayern Munich,2,2
1993-09-01,1993-94,Bayern Munich,Leipzig,3,0
1993-09-01,1993-94,Dortmund,Dresden,4,0
1993-09-01,1993-94,Ein Frankfurt,Karlsruhe,3,1
1993-09-01,1993-94,FC Koln,Freiburg,2,0
1993-09-01,1993-94,Hamburg,Leverkusen,2,1
1993-09-01,1993-94,Kaiserslautern,Nurnberg,3,1
1993-09-01,1993-94,M'Gladbach,Schalke 04,3,2
1993-09-01,1993-94,Wattenscheid,Stuttgart,2,4
1993-09-01,1993-94,Werder Bremen,Duisburg,1,5
1993-09-04,1993-94,Dresden,Hamburg,1,1
1993-09-04,1993-94,Duisburg,Bayern Munich,2,2
1993-09-04,1993-94,Freiburg,M'Gladbach,3,3
1993-09-04,1993-94,Karlsruhe,Kaiserslautern,1,1
1993-09-04,1993-94,Leipzig,Wattenscheid,0,0
1993-09-04,1993-94,Leverkusen,FC Koln,2,1
1993-09-04,1993-94,Nurnberg,Werder Bremen,0,1
1993-09-04,1993-94,Schalke 04,Ein Frankfurt,1,3
1993-09-04,1993-94,Stuttgart,Dortmund,2,2
1993-09-08,1993-94,Dortmund,Leipzig,0,1
1993-09-08,1993-94,Ein Frankfurt,Freiburg,3,0
1993-09-08,1993-94,FC Koln,Dresden,0,1
1993-09-08,1993-94,Hamburg,Stuttgart,3,2
1993-09-08,1993-94,Kaiserslautern,Schalke 04,0,0
1993-09-08,1993-94,M'Gladbach,Leverkusen,2,2
1993-09-08,1993-94,Nurnberg,Karlsruhe,1,1
1993-09-08,1993-94,Wattenscheid,Duisburg,0,2
1993-09-08,1993-94,Werder Bremen,Bayern Munich,1,0
1993-09-18,1993-94,Bayern Munich,Wattenscheid,3,3
1993-09-18,1993-94,Dresden,M'Gladbach,2,1
1993-09-18,1993-94,Duisburg,Dortmund,2,2
1993-09-18,1993-94,Freiburg,Kaiserslautern,2,3
1993-09-18,1993-94,Karlsruhe,Werder Bremen,0,3
1993-09-18,1993-94,Leipzig,Hamburg,1,4
1993-09-18,1993-94,Leverkusen,Ein Frankfurt,2,2
1993-09-18,1993-94,Schalke 04,Nurnberg,1,2
1993-09-18,1993-94,Stuttgart,FC Koln,1,1
1993-09-25,1993-94,Dortmund,Bayern Munich,1,1
1993-09-25,1993-94,Ein Frankfurt,Dresden,3,2
1993-09-25,1993-94,FC Koln,Leipzig,3,1
1993-09-25,1993-94,Hamburg,Duisburg,0,1
1993-09-25,1993-94,Kaiserslautern,Leverkusen,3,2
1993-09-25,1993-94,Karlsruhe,Schalke 04,0,0
1993-09-25,1993-94,M'Gladbach,Stuttgart,0,2
1993-09-25,1993-94,Nurnberg,Freiburg,2,2
1993-09-25,1993-94,Werder Bremen,Wattenscheid,0,0
1993-10-02,1993-94,Bayern Munich,Hamburg,4,0
1993-10-02,1993-94,Dresden,Kaiserslautern,3,1
1993-10-02,1993-94,Duisburg,FC Koln,0,0
1993-10-02,1993-94,Freiburg,Karlsruhe,3,3
1993-10-02,1993-94,Leipzig,M'Gladbach,1,1
1993-10-02,1993-94,Leverkusen,Nurnberg,4,0
1993-10-02,1993-94,Schalke 04,Werder Bremen,1,1
1993-10-02,1993-94,Stuttgart,Ein Frankfurt,0,2
1993-10-02,1993-94,Wattenscheid,Dortmund,1,2
1993-10-09,1993-94,Ein Frankfurt,Leipzig,2,1
1993-10-09,1993-94,FC Koln,Bayern Munich,0,4
1993-10-09,1993-94,Hamburg,Wattenscheid,2,1
1993-10-09,1993-94,Kaiserslautern,Stuttgart,5,0
1993-10-09,1993-94,Karlsruhe,Leverkusen,2,0
1993-10-09,1993-94,M'Gladbach,Duisburg,4,1
1993-10-09,1993-94,Nurnberg,Dresden,3,0
1993-10-09,1993-94,Schalke 04,Freiburg,1,3
1993-10-09,1993-94,Werder Bremen,Dortmund,4,0
1993-10-16,1993-94,Bayern Munich,M'Gladbach,3,1
1993-10-16,1993-94,Dortmund,Hamburg,2,1
1993-10-16,1993-94,Dresden,Karlsruhe,1,1
1993-10-16,1993-94,Duisburg,Ein Frankfurt,1,0
1993-10-16,1993-94,Freiburg,Werder Bremen,0,0
1993-10-16,1993-94,Leipzig,Kaiserslautern,0,0
1993-10-16,1993-94,Leverkusen,Schalke 04,5,1
1993-10-16,1993-94,Stuttgart,Nurnberg,1,0
1993-10-16,1993-94,Wattenscheid,FC Koln,2,2
1993-10-23,1993-94,Ein Frankfurt,Bayern Munich,2,2
1993-10-23,1993-94,FC Koln,Dortmund,2,0
1993-10-23,1993-94,Freiburg,Leverkusen,1,0
1993-10-23,1993-94,Kaiserslautern,Duisburg,2,0
1993-10-23,1993-94,Karlsruhe,Stuttgart,0,0
1993-10-23,1993-94,M'Gladbach,Wattenscheid,3,3
1993-10-23,1993-94,Nurnberg,Leipzig,5,0
1993-10-23,1993-94,Schalke 04,Dresden,0,0
1993-10-23,1993-94,Werder Bremen,Hamburg,0,2
1993-10-30,1993-94,Bayern Munich,Kaiserslautern,4,0
1993-10-30,1993-94,Dortmund,M'Gladbach,3,0
1993-10-30,1993-94,Dresden,Freiburg,1,2
1993-10-30,1993-94,Duisburg,Nurnberg,1,0
1993-10-30,1993-94,Hamburg,FC Koln,2,4
1993-10-30,1993-94,Leipzig,Karlsruhe,1,0
1993-10-30,1993-94,Leverkusen,Werder Bremen,2,2
1993-10-30,1993-94,Stuttgart,Schalke 04,3,0
1993-10-30,1993-94,Wattenscheid,Ein Frankfurt,0,0
1993-11-06,1993-94,Dresden,Leverkusen,1,1
1993-11-06,1993-94,Ein Frankfurt,Dortmund,2,0
1993-11-06,1993-94,FC Koln,Werder Bremen,2,0
1993-11-06,1993-94,Freiburg,Stuttgart,2,1
1993-11-06,1993-94,Kaiserslautern,Wattenscheid,4,1
1993-11-06,1993-94,Karlsruhe,Duisburg,5,0
1993-11-06,1993-94,M'Gladbach,Hamburg,2,2
1993-11-06,1993-94,Nurnberg,Bayern Munich,2,0
1993-11-06,1993-94,Schalke 04,Leipzig,3,1
1993-11-13,1993-94,Bayern Munich,Karlsruhe,1,0
1993-11-13,1993-94,Dortmund,Kaiserslautern,2,1
1993-11-13,1993-94,Duisburg,Schalke 04,1,0
1993-11-13,1993-94,FC Koln,M'Gladbach,0,4
1993-11-13,1993-94,Hamburg,Ein Frankfurt,3,0
1993-11-13,1993-94,Leipzig,Freiburg,2,2
1993-11-13,1993-94,Stuttgart,Leverkusen,1,4
1993-11-13,1993-94,Wattenscheid,Nurnberg,2,1
1993-11-13,1993-94,Werder Bremen,Dresden,0,1
1993-11-20,1993-94,Dresden,Stuttgart,1,0
1993-11-20,1993-94,Ein Frankfurt,FC Koln,0,3
1993-11-20,1993-94,Freiburg,Duisburg,1,2
1993-11-20,1993-94,Kaiserslautern,Hamburg,3,0
1993-11-20,1993-94,Karlsruhe,Wattenscheid,2,0
1993-11-20,1993-94,Leverkusen,Leipzig,3,1
1993-11-20,1993-94,M'Gladbach,Werder Bremen,3,2
1993-11-20,1993-94,Nurnberg,Dortmund,0,0
1993-11-20,1993-94,Schalke 04,Bayern Munich,1,1
1993-11-27,1993-94,Dresden,Leipzig,1,0
1993-11-27,1993-94,Ein Frankfurt,M'Gladbach,0,3
1993-11-27,1993-94,Freiburg,Bayern Munich,3,1
1993-11-27,1993-94,Kaiserslautern,FC Koln,3,0
1993-11-27,1993-94,Karlsruhe,Dortmund,3,3
1993-11-27,1993-94,Leverkusen,Duisburg,2,1
1993-11-27,1993-94,Nurnberg,Hamburg,0,1
1993-11-27,1993-94,Schalke 04,Wattenscheid,4,1
1993-11-27,1993-94,Stuttgart,Werder Bremen,0,0
1993-12-04,1993-94,Bayern Munich,Leverkusen,1,1
1993-12-04,1993-94,Dortmund,Schalke 04,1,1
1993-12-04,1993-94,Duisburg,Dresden,1,1
1993-12-04,1993-94,FC Koln,Nurnberg,0,1
1993-12-04,1993-94,Hamburg,Karlsruhe,1,1
1993-12-04,1993-94,Leipzig,Stuttgart,0,0
1993-12-04,1993-94,M'Gladbach,Kaiserslautern,3,1
1993-12-04,1993-94,Wattenscheid,Freiburg,3,1
1993-12-04,1993-94,Werder Bremen,Ein Frankfurt,1,0
1993-12-11,1993-94,Dresden,Bayern Munich,1,1
1993-12-11,1993-94,Freiburg,Dortmund,4,1
1993-12-11,1993-94,Kaiserslautern,Ein Frankfurt,1,1
1993-12-11,1993-94,Karlsruhe,FC Koln,2,0
1993-12-11,1993-94,Leipzig,Werder Bremen,1,1
1993-12-11,1993-94,Leverkusen,Wattenscheid,1,1
1993-12-11,1993-94,Nurnberg,M'Gladbach,2,4
1993-12-11,1993-94,Schalke 04,Hamburg,1,0
1993-12-11,1993-94,Stuttgart,Duisburg,4,0
1994-02-12,1993-94,Bayern Munich,Stuttgart,1,3
1994-02-12,1993-94,Dortmund,Leverkusen,1,0
1994-02-12,1993-94,Duisburg,Leipzig,2,1
1994-02-12,1993-94,Ein Frankfurt,Nurnberg,1,1
1994-02-12,1993-94,FC Koln,Schalke 04,1,1
1994-02-12,1993-94,Hamburg,Freiburg,1,1
1994-02-12,1993-94,M'Gladbach,Karlsruhe,1,2
1994-02-12,1993-94,Wattenscheid,Dresden,1,1
1994-02-12,1993-94,Werder Bremen,Kaiserslautern,2,0
1994-02-19,1993-94,Dresden,Dortmund,3,0
1994-02-19,1993-94,Duisburg,Werder Bremen,1,0
1994-02-19,1993-94,Freiburg,FC Koln,2,4
1994-02-19,1993-94,Karlsruhe,Ein Frankfurt,1,0
1994-02-19,1993-94,Leipzig,Bayern Munich,1,3
1994-02-19,1993-94,Leverkusen,Hamburg,1,2
1994-02-19,1993-94,Nurnberg,Kaiserslautern,0,2
1994-02-19,1993-94,Schalke 04,M'Gladbach,2,1
1994-02-19,1993-94,Stuttgart,Wattenscheid,3,0
1994-02-26,1993-94,Bayern Munich,Duisburg,4,0
1994-02-26,1993-94,Dortmund,Stuttgart,1,2
1994-02-26,1993-94,Ein Frankfurt,Schalke 04,1,3
1994-02-26,1993-94,FC Koln,Leverkusen,1,1
1994-02-26,1993-94,Hamburg,Dresden,1,1
1994-02-26,1993-94,Kaiserslautern,Karlsruhe,0,0
1994-02-26,1993-94,M'Gladbach,Freiburg,1,1
1994-02-26,1993-94,Wattenscheid,Leipzig,2,2
1994-02-26,1993-94,Werder Bremen,Nurnberg,2,2
1994-03-05,1993-94,Bayern Munich,Werder Bremen,2,0
1994-03-05,1993-94,Dresden,FC Koln,1,1
1994-03-05,1993-94,Duisburg,Wattenscheid,2,1
1994-03-05,1993-94,Freiburg,Ein Frankfurt,1,3
1994-03-05,1993-94,Karlsruhe,Nurnberg,3,2
1994-03-05,1993-94,Leipzig,Dortmund,2,3
1994-03-05,1993-94,Leverkusen,M'Gladbach,0,1
1994-03-05,1993-94,Schalke 04,Kaiserslautern,2,0
1994-03-05,1993-94,Stuttgart,Hamburg,4,0
1994-03-12,1993-94,Dortmund,Duisburg,2,1
1994-03-12,1993-94,Ein Frankfurt,Leverkusen,2,0
1994-03-12,1993-94,FC Koln,Stuttgart,3,1
1994-03-12,1993-94,Hamburg,Leipzig,3,0
1994-03-12,1993-94,Kaiserslautern,Freiburg,1,0
1994-03-12,1993-94,M'Gladbach,Dresden,2,1
1994-03-12,1993-94,Nurnberg,Schalke 04,1,0
1994-03-12,1993-94,Wattenscheid,Bayern Munich,1,3
1994-03-12,1993-94,Werder Bremen,Karlsruhe,0,2
1994-03-19,1993-94,Bayern Munich,Dortmund,0,0
1994-03-19,1993-94,Dresden,Ein Frankfurt,0,4
1994-03-19,1993-94,Duisburg,Hamburg,0,1
1994-03-19,1993-94,Freiburg,Nurnberg,0,0
1994-03-19,1993-94,Leipzig,FC Koln,2,3
1994-03-19,1993-94,Leverkusen,Kaiserslautern,3,2
1994-03-19,1993-94,Schalke 04,Karlsruhe,2,0
1994-03-19,1993-94,Stuttgart,M'Gladbach,3,0
1994-03-19,1993-94,Wattenscheid,Werder Bremen,2,2
1994-03-26,1993-94,Dortmund,Wattenscheid,2,0
1994-03-26,1993-94,Ein Frankfurt,Stuttgart,0,0
1994-03-26,1993-94,FC Koln,Duisburg,1,0
1994-03-26,1993-94,Hamburg,Bayern Munich,1,2
1994-03-26,1993-94,Kaiserslautern,Dresden,0,0
1994-03-26,1993-94,Karlsruhe,Freiburg,2,1
1994-03-26,1993-94,M'Gladbach,Leipzig,6,1
1994-03-26,1993-94,Nurnberg,Leverkusen,2,3
1994-03-26,1993-94,Werder Bremen,Schalke 04,0,1
1994-04-02,1993-94,Bayern Munich,FC Koln,1,0
1994-04-02,1993-94,Dortmund,Werder Bremen,3,2
1994-04-02,1993-94,Dresden,Nurnberg,1,1
1994-04-02,1993-94,Duisburg,M'Gladbach,2,0
1994-04-02,1993-94,Freiburg,Schalke 04,2,3
1994-04-02,1993-94,Leipzig,Ein Frankfurt,1,0
1994-04-02,1993-94,Leverkusen,Karlsruhe,3,1
1994-04-02,1993-94,Stuttgart,Kaiserslautern,1,1
1994-04-02,1993-94,Wattenscheid,Hamburg,3,1
1994-04-03,1993-94,Bayern Munich,Nurnberg,5,0
1994-04-06,1993-94,Ein Frankfurt,Duisburg,1,2
1994-04-06,1993-94,FC Koln,Wattenscheid,3,2
1994-04-06,1993-94,Hamburg,Dortmund,0,0
1994-04-06,1993-94,Kaiserslautern,Leipzig,1,0
1994-04-06,1993-94,Karlsruhe,Dresden,1,0
1994-04-06,1993-94,M'Gladbach,Bayern Munich,2,0
1994-04-06,1993-94,Nurnberg,Stuttgart,1,0
1994-04-06,1993-94,Schalke 04,Leverkusen,1,1
1994-04-06,1993-94,Werder Bremen,Freiburg,3,2
1994-04-09,1993-94,Bayern Munich,Ein Frankfurt,2,1
1994-04-09,1993-94,Dortmund,FC Koln,2,1
1994-04-09,1993-94,Dresden,Schalke 04,1,0
1994-04-09,1993-94,Duisburg,Kaiserslautern,1,7
1994-04-09,1993-94,Hamburg,Werder Bremen,1,1
1994-04-09,1993-94,Leipzig,Nurnberg,0,2
1994-04-09,1993-94,Leverkusen,Freiburg,2,1
1994-04-09,1993-94,Stuttgart,Karlsruhe,3,0
1994-04-09,1993-94,Wattenscheid,M'Gladbach,3,1
1994-04-16,1993-94,Ein Frankfurt,Wattenscheid,5,1
1994-04-16,1993-94,FC Koln,Hamburg,3,0
1994-04-16,1993-94,Freiburg,Dresden,0,1
1994-04-16,1993-94,Kaiserslautern,Bayern Munich,4,0
1994-04-16,1993-94,Karlsruhe,Leipzig,3,2
1994-04-16,1993-94,M'Gladbach,Dortmund,0,0
1994-04-16,1993-94,Nurnberg,Duisburg,0,0
1994-04-16,1993-94,Schalke 04,Stuttgart,0,1
1994-04-16,1993-94,Werder Bremen,Leverkusen,2,1
1994-04-23,1993-94,Dortmund,Ein Frankfurt,2,0
1994-04-23,1993-94,Duisburg,Karlsruhe,1,2
1994-04-23,1993-94,Hamburg,M'Gladbach,1,3
1994-04-23,1993-94,Leipzig,Schalke 04,2,2
1994-04-23,1993-94,Leverkusen,Dresden,1,1
1994-04-23,1993-94,Stuttgart,Freiburg,0,4
1994-04-23,1993-94,Wattenscheid,Kaiserslautern,0,2
1994-04-23,1993-94,Werder Bremen,FC Koln,3,1
1994-04-30,1993-94,Dresden,Werder Bremen,1,0
1994-04-30,1993-94,Ein Frankfurt,Hamburg,1,1
1994-04-30,1993-94,Freiburg,Leipzig,1,0
1994-04-30,1993-94,Kaiserslautern,Dortmund,2,0
1994-04-30,1993-94,Karlsruhe,Bayern Munich,1,1
1994-04-30,1993-94,Leverkusen,Stuttgart,1,1
1994-04-30,1993-94,M'Gladbach,FC Koln,4,1
1994-04-30,1993-94,Nurnberg,Wattenscheid,4,1
1994-04-30,1993-94,Schalke 04,Duisburg,1,3
1994-05-07,1993-94,Bayern Munich,Schalke 04,2,0
1994-05-07,1993-94,Dortmund,Nurnberg,4,1
1994-05-07,1993-94,Duisburg,Freiburg,0,2
1994-05-07,1993-94,FC Koln,Ein Frankfurt,2,3
1994-05-07,1993-94,Hamburg,Kaiserslautern,1,3
1994-05-07,1993-94,Leipzig,Leverkusen,2,3
1994-05-07,1993-94,Stuttgart,Dresden,3,0
1994-05-07,1993-94,Wattenscheid,Karlsruhe,5,1
1994-05-07,1993-94,Werder Bremen,M'Gladbach,4,2
1994-08-19,1994-95,Leverkusen,Kaiserslautern,0,1
1994-08-19,1994-95,Schalke 04,M'gladbach,1,1
1994-08-19,1994-95,Stuttgart,Hamburg,2,1
1994-08-20,1994-95,Bayern Munich,Bochum,3,1
1994-08-20,1994-95,Dortmund,Munich 1860,4,0
1994-08-20,1994-95,Dresden,Werder Bremen,1,1
1994-08-20,1994-95,Ein Frankfurt,FC Koln,0,0
1994-08-20,1994-95,Karlsruhe,Freiburg,2,0
1994-08-20,1994-95,Uerdingen,Duisburg,1,1
1994-08-23,1994-95,Bochum,Dresden,2,0
1994-08-23,1994-95,FC Koln,Dortmund,1,6
1994-08-23,1994-95,Freiburg,Bayern Munich,5,1
1994-08-23,1994-95,Kaiserslautern,Ein Frankfurt,1,1
1994-08-23,1994-95,Munich 1860,Stuttgart,0,2
1994-08-24,1994-95,Duisburg,Schalke 04,2,2
1994-08-24,1994-95,Hamburg,Uerdingen,0,0
1994-08-24,1994-95,M'gladbach,Karlsruhe,2,2
1994-08-24,1994-95,Werder Bremen,Leverkusen,3,2
1994-08-26,1994-95,Dortmund,Kaiserslautern,2,1
1994-08-26,1994-95,Dresden,Freiburg,1,3
1994-08-27,1994-95,Bayern Munich,M'gladbach,3,0
1994-08-27,1994-95,Karlsruhe,Duisburg,4,1
1994-08-27,1994-95,Schalke 04,Hamburg,0,1
1994-08-27,1994-95,Stuttgart,FC Koln,2,2
1994-08-27,1994-95,Uerdingen,Munich 1860,1,1
1994-08-27,1994-95,Werder Bremen,Bochum,3,0
1994-08-28,1994-95,Leverkusen,Ein Frankfurt,4,0
1994-09-02,1994-95,Duisburg,Bayern Munich,0,3
1994-09-02,1994-95,Freiburg,Werder Bremen,1,3
1994-09-02,1994-95,M'gladbach,Dresden,2,0
1994-09-03,1994-95,Bochum,Leverkusen,1,3
1994-09-03,1994-95,Ein Frankfurt,Dortmund,4,1
1994-09-03,1994-95,FC Koln,Uerdingen,2,0
1994-09-03,1994-95,Hamburg,Karlsruhe,3,1
1994-09-03,1994-95,Kaiserslautern,Stuttgart,3,2
1994-09-03,1994-95,Munich 1860,Schalke 04,0,1
1994-09-17,1994-95,Bayern Munich,Hamburg,1,1
1994-09-17,1994-95,Bochum,Freiburg,1,3
1994-09-17,1994-95,Dresden,Duisburg,4,2
1994-09-17,1994-95,Karlsruhe,Munich 1860,3,1
1994-09-17,1994-95,Leverkusen,Dortmund,2,2
1994-09-17,1994-95,Schalke 04,FC Koln,3,1
1994-09-17,1994-95,Stuttgart,Ein Frankfurt,4,1
1994-09-17,1994-95,Uerdingen,Kaiserslautern,1,3
1994-09-17,1994-95,Werder Bremen,M'gladbach,1,0
1994-09-21,1994-95,Munich 1860,Bayern Munich,1,3
1994-09-23,1994-95,Ein Frankfurt,Uerdingen,0,3
1994-09-23,1994-95,FC Koln,Karlsruhe,3,4
1994-09-24,1994-95,Dortmund,Stuttgart,5,0
1994-09-24,1994-95,Duisburg,Werder Bremen,0,2
1994-09-24,1994-95,Freiburg,Leverkusen,1,1
1994-09-24,1994-95,Hamburg,Dresden,2,1
1994-09-24,1994-95,Kaiserslautern,Schalke 04,3,1
1994-09-24,1994-95,M'gladbach,Bochum,7,1
1994-09-30,1994-95,Bochum,Duisburg,1,0
1994-09-30,1994-95,Dresden,Munich 1860,1,1
1994-10-01,1994-95,Bayern Munich,FC Koln,2,2
1994-10-01,1994-95,Karlsruhe,Kaiserslautern,3,3
1994-10-01,1994-95,Leverkusen,Stuttgart,3,1
1994-10-01,1994-95,Schalke 04,Ein Frankfurt,0,0
1994-10-01,1994-95,Uerdingen,Dortmund,0,2
1994-10-02,1994-95,Freiburg,M'gladbach,1,1
1994-10-05,1994-95,Kaiserslautern,Bayern Munich,1,1
1994-10-06,1994-95,Werder Bremen,Hamburg,1,4
1994-10-08,1994-95,Dortmund,Schalke 04,3,2
1994-10-08,1994-95,Duisburg,Freiburg,1,2
1994-10-08,1994-95,Ein Frankfurt,Karlsruhe,1,0
1994-10-08,1994-95,FC Koln,Dresden,1,2
1994-10-08,1994-95,Hamburg,Bochum,3,1
1994-10-08,1994-95,M'gladbach,Leverkusen,3,3
1994-10-08,1994-95,Munich 1860,Werder Bremen,1,2
1994-10-08,1994-95,Stuttgart,Uerdingen,3,1
1994-10-15,1994-95,Bayern Munich,Ein Frankfurt,3,3
1994-10-15,1994-95,Bochum,Munich 1860,2,2
1994-10-15,1994-95,Dresden,Kaiserslautern,1,0
1994-10-15,1994-95,Freiburg,Hamburg,3,0
1994-10-15,1994-95,Karlsruhe,Dortmund,0,0
1994-10-15,1994-95,Leverkusen,Uerdingen,1,1
1994-10-15,1994-95,M'gladbach,Duisburg,1,0
1994-10-15,1994-95,Schalke 04,Stuttgart,1,1
1994-10-15,1994-95,Werder Bremen,FC Koln,2,2
1994-10-22,1994-95,Dortmund,Bayern Munich,1,0
1994-10-22,1994-95,Duisburg,Leverkusen,0,2
1994-10-22,1994-95,Ein Frankfurt,Dresden,2,0
1994-10-22,1994-95,FC Koln,Bochum,2,1
1994-10-22,1994-95,Hamburg,M'gladbach,1,2
1994-10-22,1994-95,Munich 1860,Freiburg,4,0
1994-10-22,1994-95,Stuttgart,Karlsruhe,4,0
1994-10-22,1994-95,Uerdingen,Schalke 04,1,1
1994-10-23,1994-95,Kaiserslautern,Werder Bremen,1,1
1994-10-28,1994-95,Bochum,Kaiserslautern,0,2
1994-10-29,1994-95,Bayern Munich,Stuttgart,2,2
1994-10-29,1994-95,Dresden,Dortmund,0,1
1994-10-29,1994-95,Freiburg,FC Koln,4,2
1994-10-29,1994-95,Karlsruhe,Uerdingen,2,1
1994-10-29,1994-95,Leverkusen,Schalke 04,2,2
1994-10-29,1994-95,M'gladbach,Munich 1860,2,0
1994-10-29,1994-95,Werder Bremen,Ein Frankfurt,2,0
1994-10-30,1994-95,Duisburg,Hamburg,0,5
1994-11-04,1994-95,Schalke 04,Karlsruhe,0,0
1994-11-04,1994-95,Stuttgart,Dresden,4,2
1994-11-05,1994-95,Ein Frankfurt,Bochum,2,1
1994-11-05,1994-95,FC Koln,M'gladbach,1,3
1994-11-05,1994-95,Hamburg,Leverkusen,1,2
1994-11-05,1994-95,Kaiserslautern,Freiburg,3,2
1994-11-05,1994-95,Munich 1860,Duisburg,1,1
1994-11-05,1994-95,Uerdingen,Bayern Munich,1,1
1994-11-06,1994-95,Dortmund,Werder Bremen,2,0
1994-11-11,1994-95,Bochum,Dortmund,0,2
1994-11-11,1994-95,M'gladbach,Kaiserslautern,4,0
1994-11-12,1994-95,Bayern Munich,Schalke 04,2,0
1994-11-12,1994-95,Dresden,Uerdingen,1,2
1994-11-12,1994-95,Duisburg,FC Koln,1,3
1994-11-12,1994-95,Freiburg,Ein Frankfurt,2,0
1994-11-12,1994-95,Leverkusen,Karlsruhe,0,0
1994-11-12,1994-95,Werder Bremen,Stuttgart,4,0
1994-11-13,1994-95,Hamburg,Munich 1860,3,0
1994-11-18,1994-95,FC Koln,Hamburg,1,1
1994-11-18,1994-95,Schalke 04,Dresden,4,0
1994-11-19,1994-95,Dortmund,Freiburg,1,1
1994-11-19,1994-95,Ein Frankfurt,M'gladbach,2,1
1994-11-19,1994-95,Kaiserslautern,Duisburg,1,0
1994-11-19,1994-95,Karlsruhe,Bayern Munich,2,2
1994-11-19,1994-95,Munich 1860,Leverkusen,1,1
1994-11-19,1994-95,Stuttgart,Bochum,2,2
1994-11-19,1994-95,Uerdingen,Werder Bremen,1,3
1994-11-25,1994-95,Bochum,Uerdingen,2,1
1994-11-25,1994-95,Werder Bremen,Schalke 04,2,1
1994-11-26,1994-95,Bayern Munich,Leverkusen,2,1
1994-11-26,1994-95,Dresden,Karlsruhe,1,1
1994-11-26,1994-95,FC Koln,Munich 1860,2,1
1994-11-26,1994-95,Freiburg,Stuttgart,2,0
1994-11-26,1994-95,Hamburg,Kaiserslautern,0,0
1994-11-26,1994-95,M'gladbach,Dortmund,3,3
1994-11-27,1994-95,Duisburg,Ein Frankfurt,1,0
1994-11-29,1994-95,Bochum,Karlsruhe,0,1
1994-11-29,1994-95,FC Koln,Kaiserslautern,0,1
1994-11-29,1994-95,M'gladbach,Uerdingen,1,0
1994-12-02,1994-95,Kaiserslautern,Munich 1860,1,1
1994-12-03,1994-95,Bayern Munich,Dresden,2,1
1994-12-03,1994-95,Dortmund,Duisburg,1,0
1994-12-03,1994-95,Ein Frankfurt,Hamburg,2,0
1994-12-03,1994-95,Karlsruhe,Werder Bremen,3,1
1994-12-03,1994-95,Leverkusen,FC Koln,3,1
1994-12-03,1994-95,Schalke 04,Bochum,3,2
1994-12-03,1994-95,Stuttgart,M'gladbach,2,4
1994-12-03,1994-95,Uerdingen,Freiburg,0,2
1994-12-10,1994-95,Dresden,Leverkusen,1,1
1994-12-10,1994-95,Duisburg,Stuttgart,2,0
1994-12-10,1994-95,Freiburg,Schalke 04,3,0
1994-12-10,1994-95,Hamburg,Dortmund,0,4
1994-12-10,1994-95,Munich 1860,Ein Frankfurt,2,1
1994-12-10,1994-95,Werder Bremen,Bayern Munich,0,0
1995-02-17,1994-95,Duisburg,Uerdingen,2,0
1995-02-17,1994-95,FC Koln,Ein Frankfurt,3,0
1995-02-17,1994-95,Freiburg,Karlsruhe,2,1
1995-02-18,1994-95,Bochum,Bayern Munich,1,2
1995-02-18,1994-95,Hamburg,Stuttgart,0,2
