team,player_name,position,date_of_birth,age,caps,goals,club,squad_status,source_url,retrieved_date
Algeria,Luca Zidane,GK,1998-05-13,28,6,0,Granada,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Oussama Benbot,GK,1994-10-11,31,2,0,USM Alger,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Melvin Mastil,GK,2000-02-19,26,1,0,Stade Nyonnais,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Aïssa Mandi,DF,1991-10-22,34,116,7,Lille,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Ramy Bensebaini,DF,1995-04-16,31,81,7,Borussia Dortmund,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Mohamed Amine Tougai,DF,2000-01-22,26,28,2,Espérance de Tunis,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Rayan Aït-Nouri,DF,2001-06-06,25,27,0,Manchester City,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Jaouen Hadjam,DF,2003-03-26,23,16,3,Young Boys,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Rafik Belghali,DF,2002-06-07,24,11,1,Hellas Verona,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Zineddine Belaïd,DF,1999-03-20,27,9,1,JS Kabylie,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Achref Abada,DF,1999-06-15,26,6,1,USM Alger,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Samir Chergui,DF,1999-02-06,27,4,0,Paris FC,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Nabil Bentaleb,MF,1994-11-24,31,58,6,Lille,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Ramiz Zerrouki,MF,1998-05-26,28,51,3,Twente,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Hicham Boudaoui,MF,1999-09-23,26,32,0,Nice,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Farès Chaïbi,MF,2002-11-28,23,28,3,Eintracht Frankfurt,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Houssem Aouar,MF,1998-06-30,27,19,6,Al-Ittihad,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Ibrahim Maza,MF,2005-11-24,20,15,2,Bayer Leverkusen,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Yacine Titraoui,MF,2003-07-26,22,5,0,Charleroi,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Riyad Mahrez,FW,1991-02-21,35,113,38,Al-Ahli,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Mohamed Amoura,FW,2000-05-09,26,44,19,VfL Wolfsburg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Amine Gouiri,FW,2000-02-16,26,21,8,Marseille,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Anis Hadj Moussa,FW,2002-02-11,24,13,0,Feyenoord,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Adil Boulbina,FW,2003-05-02,23,10,6,Al-Duhail,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Nadhir Benbouali,FW,2000-04-17,26,2,1,Győr,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Algeria,Farès Ghedjemis,FW,2002-09-06,23,1,1,Frosinone,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Juan Musso,GK,1994-05-06,32,3,0,Atlético Madrid,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Leonardo Balerdi,DF,1999-01-26,27,11,0,Marseille,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Nicolás Tagliafico,DF,1992-08-31,33,75,1,Lyon,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Gonzalo Montiel,DF,1997-01-01,29,38,2,River Plate,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Leandro Paredes,MF,1994-06-29,31,77,5,Boca Juniors,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Lisandro Martínez,DF,1998-01-18,28,26,1,Manchester United,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Rodrigo De Paul,MF,1994-05-24,32,85,2,Inter Miami CF,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Valentín Barco,MF,2004-07-23,21,2,1,Strasbourg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Julián Alvarez,FW,2000-01-31,26,51,14,Atlético Madrid,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Lionel Messi,FW,1987-06-24,38,198,116,Inter Miami CF,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Giovani Lo Celso,MF,1996-04-09,30,65,4,Real Betis,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Gerónimo Rulli,GK,1992-05-20,34,7,0,Marseille,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Cristian Romero,DF,1998-04-27,28,49,3,Tottenham Hotspur,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Exequiel Palacios,MF,1998-10-05,27,38,0,Bayer Leverkusen,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Nicolás González,FW,1998-04-06,28,50,6,Atlético Madrid,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Thiago Almada,FW,2001-04-26,25,14,4,Atlético Madrid,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Giuliano Simeone,FW,2002-12-18,23,11,1,Atlético Madrid,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Nico Paz,FW,2004-09-08,21,8,1,Como,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Nicolás Otamendi,DF,1988-02-12,38,130,8,Benfica,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Alexis Mac Allister,MF,1998-12-24,27,44,6,Liverpool,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,José Manuel López,FW,2000-12-06,25,3,0,Palmeiras,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Lautaro Martínez,FW,1997-08-22,28,75,36,Inter Milan,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Emiliano Martínez,GK,1992-09-02,33,59,0,Aston Villa,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Enzo Fernández,MF,2001-01-17,25,40,6,Chelsea,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Facundo Medina,DF,1999-05-28,27,7,0,Marseille,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Argentina,Nahuel Molina,DF,1998-04-06,28,58,1,Atlético Madrid,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Alexander Schlager,GK,1996-02-01,30,25,0,Red Bull Salzburg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,David Affengruber,DF,2001-03-19,25,1,0,Elche,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Kevin Danso,DF,1998-09-19,27,31,0,Tottenham Hotspur,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Xaver Schlager,MF,1997-09-28,28,50,4,RB Leipzig,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Stefan Posch,DF,1997-05-14,29,51,5,Mainz 05,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Nicolas Seiwald,MF,2001-05-04,25,46,1,RB Leipzig,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Marko Arnautović,FW,1989-04-19,37,132,47,Red Star Belgrade,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,David Alaba,DF,1992-06-24,33,112,15,Real Madrid,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Marcel Sabitzer,MF,1994-03-17,32,97,25,Borussia Dortmund,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Florian Grillitsch,MF,1995-08-07,30,58,1,Braga,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Michael Gregoritsch,FW,1994-04-18,32,74,24,FC Augsburg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Florian Wiegele,GK,2001-03-21,25,1,0,Viktoria Plzeň,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Patrick Pentz,GK,1997-01-02,29,18,0,Brøndby,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Saša Kalajdžić,FW,1997-07-07,28,21,4,LASK,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Philipp Lienhart,DF,1996-07-11,29,40,3,SC Freiburg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Phillipp Mwene,DF,1994-01-29,32,29,0,Mainz 05,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Carney Chukwuemeka,MF,2003-10-20,22,2,1,Borussia Dortmund,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Romano Schmid,MF,2000-01-27,26,33,3,Werder Bremen,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Christoph Baumgartner,MF,1999-08-01,26,58,19,RB Leipzig,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Konrad Laimer,MF,1997-05-27,29,56,7,Bayern Munich,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Patrick Wimmer,MF,2001-05-30,25,30,1,VfL Wolfsburg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Alexander Prass,DF,2001-05-26,25,18,0,TSG Hoffenheim,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Marco Friedl,DF,1998-03-16,28,10,0,Werder Bremen,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Paul Wanner,MF,2005-12-23,20,2,0,PSV Eindhoven,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Michael Svoboda,DF,1998-10-15,27,4,0,Venezia,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Austria,Alessandro Schöpf,MF,1994-02-07,32,35,6,Wolfsberger AC,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Thibaut Courtois,GK,1992-05-11,34,107,0,Real Madrid,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Senne Lammens,GK,2002-07-07,23,2,0,Manchester United,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Mike Penders,GK,2005-07-31,20,0,0,Strasbourg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Thomas Meunier,DF,1991-09-12,34,78,10,Lille,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Timothy Castagne,DF,1995-12-05,30,62,2,Fulham,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Arthur Theate,DF,2000-05-25,26,32,1,Eintracht Frankfurt,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Zeno Debast,DF,2003-10-24,22,26,1,Sporting CP,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Maxim De Cuyper,DF,2000-12-22,25,17,4,Brighton & Hove Albion,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Brandon Mechele,DF,1993-01-28,33,7,1,Club Brugge,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Koni De Winter,DF,2002-06-12,23,7,0,Milan,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Joaquin Seys,DF,2005-03-28,21,4,0,Club Brugge,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Nathan Ngoy,DF,2003-06-10,23,2,0,Lille,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Axel Witsel,MF,1989-01-12,37,136,12,Girona,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Kevin De Bruyne,MF,1991-06-28,34,117,36,Napoli,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Youri Tielemans,MF,1997-05-07,29,83,12,Aston Villa,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Hans Vanaken,MF,1992-08-24,33,32,7,Club Brugge,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Amadou Onana,MF,2001-08-16,24,27,1,Aston Villa,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Nicolas Raskin,MF,2001-02-23,25,11,1,Rangers,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Romelu Lukaku,FW,1993-05-13,33,124,89,Napoli,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Leandro Trossard,FW,1994-12-04,31,50,11,Arsenal,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Jérémy Doku,FW,2002-05-27,24,41,7,Manchester City,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Dodi Lukébakio,FW,1997-09-24,28,29,5,Benfica,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Charles De Ketelaere,FW,2001-03-10,25,28,5,Atalanta,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Alexis Saelemaekers,FW,1999-06-27,26,23,2,Milan,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Diego Moreira,FW,2004-08-06,21,2,0,Strasbourg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Belgium,Matias Fernandez-Pardo,FW,2005-02-03,21,0,0,Lille,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Nikola Vasilj,GK,1995-12-02,30,25,0,FC St. Pauli,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Martin Zlomislić,GK,1998-08-16,27,3,0,Rijeka,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Osman Hadžikić,GK,1996-03-12,30,0,0,Slaven Belupo,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Sead Kolašinac,DF,1993-06-20,32,64,0,Atalanta,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Dennis Hadžikadunić,DF,1998-07-09,27,31,0,Sampdoria,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Amar Dedić,DF,2002-08-18,23,27,1,Benfica,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Nikola Katić,DF,1996-10-10,29,16,1,Schalke 04,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Tarik Muharemović,DF,2003-02-28,23,13,1,Sassuolo,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Nihad Mujakić,DF,1998-04-15,28,11,1,Gaziantep,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Stjepan Radeljić,DF,1997-09-05,28,5,0,Rijeka,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Nidal Čelik,DF,2006-07-17,19,1,0,Lens,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Amir Hadžiahmetović,MF,1997-03-08,29,35,0,Hull City,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Benjamin Tahirović,MF,2003-03-03,23,27,2,Brøndby,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Armin Gigović,MF,2002-04-06,24,19,1,Young Boys,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Dženis Burnić,MF,1998-05-22,28,19,0,Karlsruher SC,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Ivan Bašić,MF,2002-04-30,24,16,0,Astana,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Esmir Bajraktarević,MF,2005-03-10,21,15,1,PSV Eindhoven,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Amar Memić,MF,2001-01-20,25,12,1,Viktoria Plzeň,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Ivan Šunjić,MF,1996-10-09,29,11,0,Pafos,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Kerim Alajbegović,MF,2007-09-21,18,9,1,Red Bull Salzburg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Ermin Mahmić,MF,2005-03-14,21,1,0,Slovan Liberec,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Edin Džeko,FW,1986-03-17,40,148,73,Schalke 04,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Ermedin Demirović,FW,1998-03-25,28,39,4,VfB Stuttgart,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Samed Baždar,FW,2004-01-31,22,12,1,Jagiellonia Białystok,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Haris Tabaković,FW,1994-06-20,31,10,4,Borussia Mönchengladbach,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Bosnia and Herzegovina,Jovo Lukić,FW,1998-11-28,27,2,0,Universitatea Cluj,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Alisson,GK,1992-10-02,33,76,0,Liverpool,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Wesley,DF,2003-09-06,22,6,0,Roma,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Gabriel Magalhães,DF,1997-12-19,28,17,1,Arsenal,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Marquinhos,DF,1994-05-14,32,104,7,Paris Saint-Germain,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Casemiro,MF,1992-02-23,34,84,8,Manchester United,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Alex Sandro,DF,1991-01-26,35,43,2,Flamengo,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Vinícius Júnior,FW,2000-07-12,25,47,8,Real Madrid,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Bruno Guimarães,MF,1997-11-16,28,41,2,Newcastle United,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Matheus Cunha,FW,1999-05-27,27,21,1,Manchester United,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Neymar,FW,1992-02-05,34,128,79,Santos,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Raphinha,FW,1996-12-14,29,37,11,Barcelona,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Weverton,GK,1987-12-13,38,10,0,Grêmio,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Danilo Luiz,DF,1991-07-15,34,68,1,Flamengo,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Bremer,DF,1997-03-18,29,6,1,Juventus,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Léo Pereira,DF,1996-01-31,30,2,0,Flamengo,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Douglas Santos,DF,1994-03-22,32,5,0,Zenit Saint Petersburg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Fabinho,MF,1993-10-23,32,31,0,Al-Ittihad,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Danilo Santos,MF,2001-04-29,25,2,1,Botafogo,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Endrick,FW,2006-07-21,19,15,3,Lyon,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Lucas Paquetá,MF,1997-08-27,28,61,12,Flamengo,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Luiz Henrique,FW,2001-01-02,25,13,2,Zenit Saint Petersburg,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Gabriel Martinelli,FW,2001-06-18,24,22,4,Arsenal,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Ederson,GK,1993-08-17,32,31,0,Fenerbahçe,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Roger Ibañez,DF,1998-11-23,27,5,0,Al-Ahli,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Igor Thiago,FW,2001-06-26,24,2,1,Brentford,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Brazil,Rayan,FW,2006-08-03,19,1,0,Bournemouth,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Dayne St. Clair,GK,1997-05-09,29,19,0,Inter Miami CF,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Alistair Johnston,DF,1998-10-08,27,56,1,Celtic,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Luc de Fougerolles,DF,2005-10-12,20,11,0,Dender,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Alfie Jones,DF,1997-10-07,28,1,0,Middlesbrough,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Joel Waterman,DF,1996-01-24,30,17,0,Chicago Fire FC,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Mathieu Choinière,MF,1999-02-07,27,22,0,Los Angeles FC,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Stephen Eustáquio,MF,1996-12-21,29,54,4,Los Angeles FC,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Ismaël Koné,MF,2002-06-16,23,38,4,Sassuolo,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Cyle Larin,FW,1995-04-17,31,88,30,Southampton,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Jonathan David,FW,2000-01-14,26,75,39,Juventus,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
Canada,Liam Millar,MF,1999-09-27,26,39,1,Hull City,official_squad,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads,2026-05-31
